arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,117.8,2.909
k2,2,8,2000,751.4,2.861
k2,2,32,2000,2090.9,2.846
k2,2,1,8000,76.7,2.875
k2,2,8,8000,695.9,2.799
k2,2,1,14000,117.7,2.807
k2,2,8,14000,700.8,2.786
