arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,166.8,2.927
k2,2,8,2000,880.3,2.825
k2,2,32,2000,2834.5,2.822
k2,2,1,8000,125.6,2.038
k2,2,8,8000,748.4,2.663
k2,2,1,14000,84.2,2.773
k2,2,8,14000,797.7,2.688
k4,4,1,2000,146.5,4.765
k4,4,8,2000,868.4,4.48
k4,4,32,2000,2533.6,4.318
k4,4,1,8000,84.5,2.439
k4,4,8,8000,580.3,3.893
k4,4,1,14000,139.3,4.19
k4,4,8,14000,752.6,4.212
