arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,146.5,3.0
k2,2,8,2000,1028.3,2.992
k2,2,32,2000,2994.3,2.99
k2,2,1,8000,142.1,2.927
k2,2,8,8000,864.9,2.88
k2,2,32,8000,2150.2,2.903
k2,2,1,14000,139.1,2.839
k2,2,8,14000,651.2,2.788
k4,4,1,2000,140.9,5.0
k4,4,8,2000,957.7,4.965
k4,4,32,2000,2839.5,4.958
k4,4,1,8000,129.9,4.657
k4,4,8,8000,761.4,4.609
k4,4,32,8000,2032.6,4.714
k4,4,1,14000,122.3,4.351
k4,4,8,14000,519.9,4.255
