arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,160.1,2.623
k2,2,8,2000,1100.8,2.739
k2,2,32,2000,3358.4,2.791
k2,2,1,8000,164.6,2.695
k2,2,8,8000,989.9,2.696
k2,2,32,8000,2381.0,2.708
k2,2,1,14000,151.2,2.484
k2,2,8,14000,750.9,2.522
k4,4,1,2000,139.5,3.636
k4,4,8,2000,1028.3,4.222
k4,4,32,2000,2992.9,4.187
k4,4,1,8000,151.9,3.927
k4,4,8,8000,889.0,4.013
k4,4,32,8000,2263.0,4.1
k4,4,1,14000,139.0,3.622
k4,4,8,14000,770.4,3.878
