arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,97.7,1.677
k2,2,8,2000,583.7,1.645
k2,2,32,2000,1668.3,1.678
k2,2,1,8000,95.0,1.626
k2,2,8,8000,633.0,1.854
k2,2,32,8000,1409.2,1.857
k2,2,1,14000,107.1,1.787
k2,2,8,14000,551.9,1.839
k4,4,1,2000,65.0,1.767
k4,4,8,2000,363.1,1.727
k4,4,32,2000,1025.8,1.749
k4,4,1,8000,60.3,1.66
k4,4,8,8000,453.0,2.182
k4,4,32,8000,1030.1,2.194
k4,4,1,14000,72.1,1.963
k4,4,8,14000,413.3,2.117
