arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,166.9,2.789
k2,2,8,2000,1157.3,2.786
k2,2,32,2000,3059.1,2.741
k2,2,1,8000,137.7,2.3
k2,2,8,8000,964.9,2.739
k2,2,32,8000,2447.8,2.796
k2,2,1,14000,161.0,2.712
k2,2,8,14000,956.5,2.847
k4,4,1,2000,152.2,4.128
k4,4,8,2000,1033.9,4.2
k4,4,32,2000,2582.9,4.166
k4,4,1,8000,117.1,3.137
k4,4,8,8000,847.7,4.25
k4,4,32,8000,2336.9,4.386
k4,4,1,14000,153.2,4.103
k4,4,8,14000,876.8,4.402
