arm,K,batch,ctx,decode_toks,accept
k6,6,1,2000,138.1,5.3
k6,6,8,2000,929.8,6.1
k6,6,32,2000,2423.7,5.97
k6,6,1,8000,161.6,6.192
k6,6,8,8000,766.0,5.916
k6,6,32,8000,2100.6,5.983
k6,6,1,14000,167.6,6.308
k6,6,8,14000,843.0,6.194
