arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,81.9,2.944
k2,2,8,2000,826.5,2.92
k2,2,32,2000,2580.2,2.909
k2,2,1,8000,135.5,2.839
k2,2,8,8000,716.6,2.7
k2,2,1,14000,129.0,2.909
k2,2,8,14000,678.0,2.723
k4,4,1,2000,120.1,4.879
k4,4,8,2000,736.5,4.548
k4,4,32,2000,2342.3,4.668
k4,4,1,8000,103.7,4.075
k4,4,8,8000,822.0,4.688
k4,4,1,14000,112.8,4.297
k4,4,8,14000,498.9,4.109
