arm,K,batch,ctx,decode_toks,accept
k3,3,1,2000,180.5,3.482
k3,3,8,2000,1268.3,3.799
k3,3,32,2000,3496.8,3.805
k3,3,1,8000,176.9,3.636
k3,3,8,8000,945.8,3.822
k3,3,32,8000,1688.4,3.835
k3,3,1,14000,192.0,3.878
k3,3,8,14000,904.7,3.892
k2,2,1,2000,181.2,2.791
k2,2,8,2000,1125.3,2.9
k2,2,32,2000,3326.9,2.902
k2,2,1,8000,180.4,2.824
k2,2,8,8000,899.3,2.903
k2,2,32,8000,1695.7,2.917
k2,2,1,14000,182.8,2.944
k2,2,8,14000,813.2,2.891
k4,4,1,2000,186.0,4.304
k4,4,8,2000,1096.2,4.662
k4,4,32,2000,3268.8,4.695
k4,4,1,8000,188.0,4.632
k4,4,8,8000,897.3,4.682
k4,4,32,8000,1605.5,4.722
k4,4,1,14000,195.8,4.765
k4,4,8,14000,805.3,4.674
