arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,165.4,2.963
k2,2,8,2000,1167.3,2.949
k2,2,32,2000,3250.6,2.974
k2,2,1,8000,165.1,2.927
k2,2,8,8000,1032.9,2.889
k2,2,32,8000,2418.4,2.895
k2,2,1,14000,159.0,2.776
k2,2,8,14000,926.4,2.847
k4,4,1,2000,165.2,4.909
k4,4,8,2000,1135.2,4.916
k4,4,32,2000,3111.4,4.921
k4,4,1,8000,163.7,4.706
k4,4,8,8000,964.3,4.584
k4,4,32,8000,2324.9,4.62
k4,4,1,14000,139.1,4.075
k4,4,8,14000,888.5,4.361
