arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,162.5,3.0
k2,2,8,2000,750.2,2.765
k2,2,32,2000,2394.4,2.782
k2,2,1,8000,155.1,2.789
k2,2,8,8000,797.4,2.829
k2,2,1,14000,140.7,2.875
k2,2,8,14000,821.5,2.846
k4,4,1,2000,143.6,4.939
k4,4,8,2000,660.2,4.298
k4,4,32,2000,2195.4,4.382
k4,4,1,8000,138.0,4.472
k4,4,8,8000,695.1,4.495
k4,4,1,14000,136.7,4.5
k4,4,8,14000,732.8,4.438
