arm,K,batch,ctx,decode_toks,accept
k3,3,1,2000,143.1,3.6
k3,3,8,2000,1036.1,3.836
k3,3,32,2000,3125.9,3.815
k3,3,1,8000,154.9,3.81
k3,3,8,8000,930.4,3.74
k3,3,32,8000,2343.9,3.775
k3,3,1,14000,154.3,3.878
k3,3,8,14000,864.1,3.829
