arm,K,batch,ctx,decode_toks,accept
k3,3,1,2000,84.9,3.447
k3,3,8,2000,568.8,3.656
k3,3,32,2000,1685.3,3.593
k3,3,1,8000,90.4,3.636
k3,3,8,8000,540.3,3.713
k3,3,32,8000,1468.3,3.614
k3,3,1,14000,94.3,3.857
k3,3,8,14000,545.7,3.745
