arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,141.1,2.667
k2,2,8,2000,1021.9,2.762
k2,2,32,2000,3203.1,2.794
k2,2,1,8000,112.0,2.105
k2,2,8,8000,817.5,2.718
k2,2,32,8000,2318.9,2.74
k2,2,1,14000,149.9,2.776
k2,2,8,14000,789.0,2.675
k4,4,1,2000,134.0,4.289
k4,4,8,2000,906.4,4.298
k4,4,32,2000,2700.6,4.313
k4,4,1,8000,82.7,2.613
k4,4,8,8000,643.8,4.152
k4,4,32,8000,2076.4,4.131
k4,4,1,14000,122.5,3.857
k4,4,8,14000,582.6,3.86
