arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,158.3,2.981
k2,2,8,2000,825.5,2.706
k2,2,32,2000,2791.1,2.743
k2,2,1,8000,167.2,2.839
k2,2,8,8000,865.7,2.737
k2,2,1,14000,166.3,2.825
k2,2,8,14000,869.1,2.791
k4,4,1,2000,124.8,4.848
k4,4,8,2000,699.6,4.034
k4,4,32,2000,2437.4,4.143
k4,4,1,8000,133.8,4.351
k4,4,8,8000,826.4,4.397
k4,4,1,14000,69.6,4.543
k4,4,8,14000,794.5,4.214
