arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,121.9,2.239
k2,2,8,2000,876.4,2.876
k2,2,32,2000,2573.7,2.831
k2,2,1,8000,152.7,2.759
k2,2,8,8000,748.4,2.605
k2,2,1,14000,147.9,2.712
k2,2,8,14000,693.6,2.662
k4,4,1,2000,88.0,2.789
k4,4,8,2000,764.8,4.526
k4,4,32,2000,2488.1,4.505
k4,4,1,8000,129.7,4.103
k4,4,8,8000,560.8,3.73
k4,4,1,14000,138.1,4.184
k4,4,8,14000,521.3,3.899
