arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,150.0,2.5
k2,2,8,2000,1092.1,2.779
k2,2,32,2000,3005.8,2.805
k2,2,1,8000,172.9,2.857
k2,2,8,8000,1011.8,2.849
k2,2,32,8000,2236.8,2.842
k2,2,1,14000,177.1,2.944
k2,2,8,14000,889.6,2.816
k4,4,1,2000,139.9,3.744
k4,4,8,2000,977.3,4.229
k4,4,32,2000,2625.3,4.359
k4,4,1,8000,168.0,4.444
k4,4,8,8000,948.6,4.493
k4,4,32,8000,2191.8,4.447
k4,4,1,14000,176.3,4.765
k4,4,8,14000,799.6,4.375
