arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,136.5,2.639
k2,2,8,2000,906.4,2.571
k2,2,32,2000,2792.0,2.553
k2,2,1,8000,112.6,2.149
k2,2,8,8000,771.5,2.475
k2,2,32,8000,2247.1,2.643
k2,2,1,14000,140.7,2.695
k2,2,8,14000,706.4,2.662
