arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,126.2,2.741
k2,2,8,2000,944.2,2.887
k2,2,32,2000,2937.2,2.855
k2,2,1,8000,155.5,2.712
k2,2,8,8000,816.3,2.772
k2,2,1,14000,88.3,2.807
k2,2,8,14000,835.2,2.812
k4,4,1,2000,137.6,4.297
k4,4,8,2000,896.9,4.55
k4,4,32,2000,2751.2,4.436
k4,4,1,8000,129.6,4.025
k4,4,8,8000,811.7,4.268
k4,4,1,14000,154.3,4.543
k4,4,8,14000,802.2,4.43
