arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,146.3,3.0
k2,2,8,2000,765.8,2.771
k2,2,32,2000,2405.6,2.786
k2,2,1,8000,154.4,2.839
k2,2,8,8000,775.6,2.827
k2,2,1,14000,157.3,2.825
k2,2,8,14000,757.8,2.841
k4,4,1,2000,145.7,4.939
k4,4,8,2000,675.1,4.298
k4,4,32,2000,2279.2,4.371
k4,4,1,8000,136.4,4.472
k4,4,8,8000,719.6,4.536
k4,4,1,14000,94.6,4.5
k4,4,8,14000,684.3,4.365
