arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,146.4,2.759
k2,2,8,2000,834.5,2.814
k2,2,32,2000,2708.2,2.847
k2,2,1,8000,118.0,2.091
k2,2,8,8000,788.0,2.793
k2,2,1,14000,175.0,2.963
k2,2,8,14000,931.2,2.905
k4,4,1,2000,128.2,4.05
k4,4,8,2000,779.7,4.419
k4,4,32,2000,2537.5,4.507
k4,4,1,8000,84.6,2.54
k4,4,8,8000,618.5,4.331
k4,4,1,14000,163.8,4.879
k4,4,8,14000,842.5,4.599
