arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,180.9,2.712
k2,2,8,2000,1283.1,2.784
k2,2,32,2000,3275.5,2.79
k2,2,1,8000,183.1,2.789
k2,2,8,8000,967.7,2.86
k2,2,32,8000,1783.4,2.837
k2,2,1,14000,176.6,2.807
k2,2,8,14000,784.0,2.827
k4,4,1,2000,178.9,4.184
k4,4,8,2000,1151.3,4.177
k4,4,32,2000,2929.5,4.301
k4,4,1,8000,170.8,4.128
k4,4,8,8000,944.3,4.538
k4,4,32,8000,1632.6,4.464
k4,4,1,14000,167.2,4.289
k4,4,8,14000,733.3,4.422
