arm,K,batch,ctx,decode_toks,accept
k3,3,1,2000,153.7,3.2
k3,3,8,2000,1112.7,3.506
k3,3,32,2000,2839.0,3.466
k3,3,1,8000,166.2,3.578
k3,3,8,8000,816.6,3.499
k3,3,32,8000,1576.8,3.506
k3,3,1,14000,162.9,3.636
k3,3,8,14000,695.9,3.652
