arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,137.3,2.712
k2,2,8,2000,1003.8,2.848
k2,2,32,2000,3189.8,2.842
k2,2,1,8000,108.8,2.133
k2,2,8,8000,789.2,2.738
k2,2,32,8000,2274.1,2.777
k2,2,1,14000,140.6,2.729
k2,2,8,14000,719.6,2.663
k4,4,1,2000,131.1,4.405
k4,4,8,2000,923.2,4.466
k4,4,32,2000,2686.9,4.448
k4,4,1,8000,80.7,2.656
k4,4,8,8000,657.7,4.193
k4,4,32,8000,2002.8,4.225
k4,4,1,14000,117.0,3.881
k4,4,8,14000,580.6,3.886
