arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,138.6,2.875
k2,2,8,2000,866.6,2.651
k2,2,32,2000,2743.8,2.631
k2,2,1,8000,104.5,2.12
k2,2,8,8000,746.5,2.596
k2,2,32,8000,2156.6,2.703
k2,2,1,14000,135.2,2.759
k2,2,8,14000,691.1,2.724
k3,3,1,2000,138.8,3.833
k3,3,8,2000,764.5,3.362
k3,3,32,2000,2526.0,3.367
k3,3,1,8000,90.4,2.462
k3,3,8,8000,659.0,3.166
k3,3,32,8000,2045.8,3.372
k3,3,1,14000,127.1,3.457
k3,3,8,14000,541.2,3.297
