arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,152.0,2.875
k2,2,8,2000,749.8,2.929
k2,2,32,2000,2167.6,2.92
k2,2,1,8000,78.9,2.078
k2,2,8,8000,566.4,2.578
k2,2,1,14000,167.6,3.0
k2,2,8,14000,723.2,2.893
k4,4,1,2000,126.3,4.6
k4,4,8,2000,728.6,4.838
k4,4,32,2000,2007.5,4.704
k4,4,1,8000,67.9,2.319
k4,4,8,8000,393.1,3.637
k4,4,1,14000,141.2,4.909
k4,4,8,14000,419.2,4.687
