model,refs,layer,head,window,beyond_mass
Qwen/Qwen3-8B,c4,1,29,128,0.380900
Qwen/Qwen3-8B,c4,1,29,512,0.239683
Qwen/Qwen3-8B,c4,1,29,2048,0.067869
Qwen/Qwen3-8B,c4,1,30,128,0.359297
Qwen/Qwen3-8B,c4,1,30,512,0.187718
Qwen/Qwen3-8B,c4,1,30,2048,0.039591
Qwen/Qwen3-8B,c4,1,31,128,0.340789
Qwen/Qwen3-8B,c4,1,31,512,0.200898
Qwen/Qwen3-8B,c4,1,31,2048,0.070619
Qwen/Qwen3-8B,c4,2,0,128,0.657955
Qwen/Qwen3-8B,c4,2,0,512,0.470664
Qwen/Qwen3-8B,c4,2,0,2048,0.166855
Qwen/Qwen3-8B,c4,2,1,128,0.710515
Qwen/Qwen3-8B,c4,2,1,512,0.536361
Qwen/Qwen3-8B,c4,2,1,2048,0.218913
Qwen/Qwen3-8B,c4,2,2,128,0.711181
Qwen/Qwen3-8B,c4,2,2,512,0.508570
Qwen/Qwen3-8B,c4,2,2,2048,0.197217
Qwen/Qwen3-8B,c4,2,3,128,0.641298
Qwen/Qwen3-8B,c4,2,3,512,0.435884
Qwen/Qwen3-8B,c4,2,3,2048,0.161465
Qwen/Qwen3-8B,c4,2,4,128,0.161207
Qwen/Qwen3-8B,c4,2,4,512,0.107239
Qwen/Qwen3-8B,c4,2,4,2048,0.033453
Qwen/Qwen3-8B,c4,2,5,128,0.368696
Qwen/Qwen3-8B,c4,2,5,512,0.255566
Qwen/Qwen3-8B,c4,2,5,2048,0.088920
Qwen/Qwen3-8B,c4,2,6,128,0.308892
Qwen/Qwen3-8B,c4,2,6,512,0.211878
Qwen/Qwen3-8B,c4,2,6,2048,0.078200
Qwen/Qwen3-8B,c4,2,7,128,0.415783
Qwen/Qwen3-8B,c4,2,7,512,0.320344
Qwen/Qwen3-8B,c4,2,7,2048,0.131650
Qwen/Qwen3-8B,c4,2,8,128,0.434211
Qwen/Qwen3-8B,c4,2,8,512,0.235853
Qwen/Qwen3-8B,c4,2,8,2048,0.063003
Qwen/Qwen3-8B,c4,2,9,128,0.454152
Qwen/Qwen3-8B,c4,2,9,512,0.239114
Qwen/Qwen3-8B,c4,2,9,2048,0.064270
Qwen/Qwen3-8B,c4,2,10,128,0.541773
Qwen/Qwen3-8B,c4,2,10,512,0.306786
Qwen/Qwen3-8B,c4,2,10,2048,0.119511
Qwen/Qwen3-8B,c4,2,11,128,0.347760
Qwen/Qwen3-8B,c4,2,11,512,0.121202
Qwen/Qwen3-8B,c4,2,11,2048,0.014742
Qwen/Qwen3-8B,c4,2,12,128,0.453683
Qwen/Qwen3-8B,c4,2,12,512,0.230650
Qwen/Qwen3-8B,c4,2,12,2048,0.069860
Qwen/Qwen3-8B,c4,2,13,128,0.384092
Qwen/Qwen3-8B,c4,2,13,512,0.199629
Qwen/Qwen3-8B,c4,2,13,2048,0.060175
Qwen/Qwen3-8B,c4,2,14,128,0.422792
Qwen/Qwen3-8B,c4,2,14,512,0.226861
Qwen/Qwen3-8B,c4,2,14,2048,0.075473
Qwen/Qwen3-8B,c4,2,15,128,0.611166
Qwen/Qwen3-8B,c4,2,15,512,0.335879
Qwen/Qwen3-8B,c4,2,15,2048,0.081428
Qwen/Qwen3-8B,c4,2,16,128,0.620633
Qwen/Qwen3-8B,c4,2,16,512,0.369563
Qwen/Qwen3-8B,c4,2,16,2048,0.113238
Qwen/Qwen3-8B,c4,2,17,128,0.535065
Qwen/Qwen3-8B,c4,2,17,512,0.313685
Qwen/Qwen3-8B,c4,2,17,2048,0.103939
Qwen/Qwen3-8B,c4,2,18,128,0.559001
Qwen/Qwen3-8B,c4,2,18,512,0.350055
Qwen/Qwen3-8B,c4,2,18,2048,0.113062
Qwen/Qwen3-8B,c4,2,19,128,0.470849
Qwen/Qwen3-8B,c4,2,19,512,0.342969
Qwen/Qwen3-8B,c4,2,19,2048,0.122225
Qwen/Qwen3-8B,c4,2,20,128,0.509002
Qwen/Qwen3-8B,c4,2,20,512,0.368645
Qwen/Qwen3-8B,c4,2,20,2048,0.137296
Qwen/Qwen3-8B,c4,2,21,128,0.663946
Qwen/Qwen3-8B,c4,2,21,512,0.461999
Qwen/Qwen3-8B,c4,2,21,2048,0.169167
Qwen/Qwen3-8B,c4,2,22,128,0.517780
Qwen/Qwen3-8B,c4,2,22,512,0.372238
Qwen/Qwen3-8B,c4,2,22,2048,0.130946
Qwen/Qwen3-8B,c4,2,23,128,0.521448
Qwen/Qwen3-8B,c4,2,23,512,0.394035
Qwen/Qwen3-8B,c4,2,23,2048,0.139220
Qwen/Qwen3-8B,c4,2,24,128,0.288787
Qwen/Qwen3-8B,c4,2,24,512,0.198378
Qwen/Qwen3-8B,c4,2,24,2048,0.049196
Qwen/Qwen3-8B,c4,2,25,128,0.233289
Qwen/Qwen3-8B,c4,2,25,512,0.149446
Qwen/Qwen3-8B,c4,2,25,2048,0.035723
Qwen/Qwen3-8B,c4,2,26,128,0.254803
Qwen/Qwen3-8B,c4,2,26,512,0.161868
Qwen/Qwen3-8B,c4,2,26,2048,0.039330
Qwen/Qwen3-8B,c4,2,27,128,0.342034
Qwen/Qwen3-8B,c4,2,27,512,0.222808
Qwen/Qwen3-8B,c4,2,27,2048,0.058661
Qwen/Qwen3-8B,c4,2,28,128,0.718010
Qwen/Qwen3-8B,c4,2,28,512,0.512957
Qwen/Qwen3-8B,c4,2,28,2048,0.198692
Qwen/Qwen3-8B,c4,2,29,128,0.772010
Qwen/Qwen3-8B,c4,2,29,512,0.467787
Qwen/Qwen3-8B,c4,2,29,2048,0.108765
Qwen/Qwen3-8B,c4,2,30,128,0.846841
Qwen/Qwen3-8B,c4,2,30,512,0.648026
Qwen/Qwen3-8B,c4,2,30,2048,0.178510
Qwen/Qwen3-8B,c4,2,31,128,0.673381
Qwen/Qwen3-8B,c4,2,31,512,0.474624
Qwen/Qwen3-8B,c4,2,31,2048,0.188437
Qwen/Qwen3-8B,c4,3,0,128,0.423086
Qwen/Qwen3-8B,c4,3,0,512,0.158080
Qwen/Qwen3-8B,c4,3,0,2048,0.059650
Qwen/Qwen3-8B,c4,3,1,128,0.084171
Qwen/Qwen3-8B,c4,3,1,512,0.055095
Qwen/Qwen3-8B,c4,3,1,2048,0.019079
Qwen/Qwen3-8B,c4,3,2,128,0.090640
Qwen/Qwen3-8B,c4,3,2,512,0.063652
Qwen/Qwen3-8B,c4,3,2,2048,0.021960
Qwen/Qwen3-8B,c4,3,3,128,0.183569
Qwen/Qwen3-8B,c4,3,3,512,0.137403
Qwen/Qwen3-8B,c4,3,3,2048,0.047002
Qwen/Qwen3-8B,c4,3,4,128,0.805948
Qwen/Qwen3-8B,c4,3,4,512,0.643404
Qwen/Qwen3-8B,c4,3,4,2048,0.275654
Qwen/Qwen3-8B,c4,3,5,128,0.768466
Qwen/Qwen3-8B,c4,3,5,512,0.667045
Qwen/Qwen3-8B,c4,3,5,2048,0.374284
Qwen/Qwen3-8B,c4,3,6,128,0.688710
Qwen/Qwen3-8B,c4,3,6,512,0.485753
Qwen/Qwen3-8B,c4,3,6,2048,0.247465
Qwen/Qwen3-8B,c4,3,7,128,0.644397
Qwen/Qwen3-8B,c4,3,7,512,0.555873
Qwen/Qwen3-8B,c4,3,7,2048,0.296990
Qwen/Qwen3-8B,c4,3,8,128,0.447303
Qwen/Qwen3-8B,c4,3,8,512,0.216039
Qwen/Qwen3-8B,c4,3,8,2048,0.052969
Qwen/Qwen3-8B,c4,3,9,128,0.582996
Qwen/Qwen3-8B,c4,3,9,512,0.350009
Qwen/Qwen3-8B,c4,3,9,2048,0.084572
Qwen/Qwen3-8B,c4,3,10,128,0.546274
Qwen/Qwen3-8B,c4,3,10,512,0.285911
Qwen/Qwen3-8B,c4,3,10,2048,0.076003
Qwen/Qwen3-8B,c4,3,11,128,0.484486
Qwen/Qwen3-8B,c4,3,11,512,0.282748
Qwen/Qwen3-8B,c4,3,11,2048,0.084613
Qwen/Qwen3-8B,c4,3,12,128,0.797493
Qwen/Qwen3-8B,c4,3,12,512,0.698753
Qwen/Qwen3-8B,c4,3,12,2048,0.323367
Qwen/Qwen3-8B,c4,3,13,128,0.649263
Qwen/Qwen3-8B,c4,3,13,512,0.451433
Qwen/Qwen3-8B,c4,3,13,2048,0.193568
Qwen/Qwen3-8B,c4,3,14,128,0.657484
Qwen/Qwen3-8B,c4,3,14,512,0.509731
Qwen/Qwen3-8B,c4,3,14,2048,0.272029
Qwen/Qwen3-8B,c4,3,15,128,0.672186
Qwen/Qwen3-8B,c4,3,15,512,0.421956
Qwen/Qwen3-8B,c4,3,15,2048,0.177393
Qwen/Qwen3-8B,c4,3,16,128,0.528852
Qwen/Qwen3-8B,c4,3,16,512,0.388452
Qwen/Qwen3-8B,c4,3,16,2048,0.166905
Qwen/Qwen3-8B,c4,3,17,128,0.508482
Qwen/Qwen3-8B,c4,3,17,512,0.383575
Qwen/Qwen3-8B,c4,3,17,2048,0.177328
Qwen/Qwen3-8B,c4,3,18,128,0.354296
Qwen/Qwen3-8B,c4,3,18,512,0.248887
Qwen/Qwen3-8B,c4,3,18,2048,0.104632
Qwen/Qwen3-8B,c4,3,19,128,0.605934
Qwen/Qwen3-8B,c4,3,19,512,0.374148
Qwen/Qwen3-8B,c4,3,19,2048,0.122172
Qwen/Qwen3-8B,c4,3,20,128,0.734416
Qwen/Qwen3-8B,c4,3,20,512,0.532244
Qwen/Qwen3-8B,c4,3,20,2048,0.228944
Qwen/Qwen3-8B,c4,3,21,128,0.535175
Qwen/Qwen3-8B,c4,3,21,512,0.335634
Qwen/Qwen3-8B,c4,3,21,2048,0.123023
Qwen/Qwen3-8B,c4,3,22,128,0.677892
Qwen/Qwen3-8B,c4,3,22,512,0.389590
Qwen/Qwen3-8B,c4,3,22,2048,0.102592
Qwen/Qwen3-8B,c4,3,23,128,0.640806
Qwen/Qwen3-8B,c4,3,23,512,0.446505
Qwen/Qwen3-8B,c4,3,23,2048,0.191726
Qwen/Qwen3-8B,c4,3,24,128,0.612453
Qwen/Qwen3-8B,c4,3,24,512,0.504822
Qwen/Qwen3-8B,c4,3,24,2048,0.229987
Qwen/Qwen3-8B,c4,3,25,128,0.533210
Qwen/Qwen3-8B,c4,3,25,512,0.442457
Qwen/Qwen3-8B,c4,3,25,2048,0.203464
Qwen/Qwen3-8B,c4,3,26,128,0.503928
Qwen/Qwen3-8B,c4,3,26,512,0.404254
Qwen/Qwen3-8B,c4,3,26,2048,0.170791
Qwen/Qwen3-8B,c4,3,27,128,0.564320
Qwen/Qwen3-8B,c4,3,27,512,0.469627
Qwen/Qwen3-8B,c4,3,27,2048,0.214360
Qwen/Qwen3-8B,c4,3,28,128,0.655976
Qwen/Qwen3-8B,c4,3,28,512,0.517846
Qwen/Qwen3-8B,c4,3,28,2048,0.225886
Qwen/Qwen3-8B,c4,3,29,128,0.617917
Qwen/Qwen3-8B,c4,3,29,512,0.477850
Qwen/Qwen3-8B,c4,3,29,2048,0.198176
Qwen/Qwen3-8B,c4,3,30,128,0.706313
Qwen/Qwen3-8B,c4,3,30,512,0.567266
Qwen/Qwen3-8B,c4,3,30,2048,0.252594
Qwen/Qwen3-8B,c4,3,31,128,0.614542
Qwen/Qwen3-8B,c4,3,31,512,0.493271
Qwen/Qwen3-8B,c4,3,31,2048,0.224472
Qwen/Qwen3-8B,c4,4,0,128,0.447519
Qwen/Qwen3-8B,c4,4,0,512,0.296528
Qwen/Qwen3-8B,c4,4,0,2048,0.121571
Qwen/Qwen3-8B,c4,4,1,128,0.567713
Qwen/Qwen3-8B,c4,4,1,512,0.381378
Qwen/Qwen3-8B,c4,4,1,2048,0.147481
Qwen/Qwen3-8B,c4,4,2,128,0.653600
Qwen/Qwen3-8B,c4,4,2,512,0.435488
Qwen/Qwen3-8B,c4,4,2,2048,0.153669
Qwen/Qwen3-8B,c4,4,3,128,0.549560
Qwen/Qwen3-8B,c4,4,3,512,0.377722
Qwen/Qwen3-8B,c4,4,3,2048,0.159084
Qwen/Qwen3-8B,c4,4,4,128,0.604953
Qwen/Qwen3-8B,c4,4,4,512,0.425564
Qwen/Qwen3-8B,c4,4,4,2048,0.184384
Qwen/Qwen3-8B,c4,4,5,128,0.453539
Qwen/Qwen3-8B,c4,4,5,512,0.362831
Qwen/Qwen3-8B,c4,4,5,2048,0.181524
Qwen/Qwen3-8B,c4,4,6,128,0.527926
Qwen/Qwen3-8B,c4,4,6,512,0.447668
Qwen/Qwen3-8B,c4,4,6,2048,0.248306
Qwen/Qwen3-8B,c4,4,7,128,0.787087
Qwen/Qwen3-8B,c4,4,7,512,0.663429
Qwen/Qwen3-8B,c4,4,7,2048,0.374067
Qwen/Qwen3-8B,c4,4,8,128,0.646676
Qwen/Qwen3-8B,c4,4,8,512,0.530535
Qwen/Qwen3-8B,c4,4,8,2048,0.283138
Qwen/Qwen3-8B,c4,4,9,128,0.633306
Qwen/Qwen3-8B,c4,4,9,512,0.521693
Qwen/Qwen3-8B,c4,4,9,2048,0.274715
Qwen/Qwen3-8B,c4,4,10,128,0.584367
Qwen/Qwen3-8B,c4,4,10,512,0.468926
Qwen/Qwen3-8B,c4,4,10,2048,0.240572
Qwen/Qwen3-8B,c4,4,11,128,0.576744
Qwen/Qwen3-8B,c4,4,11,512,0.466198
Qwen/Qwen3-8B,c4,4,11,2048,0.203675
Qwen/Qwen3-8B,c4,4,12,128,0.487192
Qwen/Qwen3-8B,c4,4,12,512,0.398535
Qwen/Qwen3-8B,c4,4,12,2048,0.203551
Qwen/Qwen3-8B,c4,4,13,128,0.487716
Qwen/Qwen3-8B,c4,4,13,512,0.400526
Qwen/Qwen3-8B,c4,4,13,2048,0.203963
Qwen/Qwen3-8B,c4,4,14,128,0.620523
Qwen/Qwen3-8B,c4,4,14,512,0.525334
Qwen/Qwen3-8B,c4,4,14,2048,0.283221
Qwen/Qwen3-8B,c4,4,15,128,0.564433
Qwen/Qwen3-8B,c4,4,15,512,0.469926
Qwen/Qwen3-8B,c4,4,15,2048,0.242816
Qwen/Qwen3-8B,c4,4,16,128,0.594197
Qwen/Qwen3-8B,c4,4,16,512,0.479974
Qwen/Qwen3-8B,c4,4,16,2048,0.237336
Qwen/Qwen3-8B,c4,4,17,128,0.594101
Qwen/Qwen3-8B,c4,4,17,512,0.478665
Qwen/Qwen3-8B,c4,4,17,2048,0.241763
Qwen/Qwen3-8B,c4,4,18,128,0.609825
Qwen/Qwen3-8B,c4,4,18,512,0.499902
Qwen/Qwen3-8B,c4,4,18,2048,0.251088
Qwen/Qwen3-8B,c4,4,19,128,0.647608
Qwen/Qwen3-8B,c4,4,19,512,0.533071
Qwen/Qwen3-8B,c4,4,19,2048,0.276622
Qwen/Qwen3-8B,c4,4,20,128,0.672785
Qwen/Qwen3-8B,c4,4,20,512,0.422784
Qwen/Qwen3-8B,c4,4,20,2048,0.151565
Qwen/Qwen3-8B,c4,4,21,128,0.500748
Qwen/Qwen3-8B,c4,4,21,512,0.278397
Qwen/Qwen3-8B,c4,4,21,2048,0.103584
Qwen/Qwen3-8B,c4,4,22,128,0.365788
Qwen/Qwen3-8B,c4,4,22,512,0.162459
Qwen/Qwen3-8B,c4,4,22,2048,0.041971
Qwen/Qwen3-8B,c4,4,23,128,0.648794
Qwen/Qwen3-8B,c4,4,23,512,0.419232
Qwen/Qwen3-8B,c4,4,23,2048,0.145621
Qwen/Qwen3-8B,c4,4,24,128,0.293848
Qwen/Qwen3-8B,c4,4,24,512,0.234704
Qwen/Qwen3-8B,c4,4,24,2048,0.123120
Qwen/Qwen3-8B,c4,4,25,128,0.319576
Qwen/Qwen3-8B,c4,4,25,512,0.229908
Qwen/Qwen3-8B,c4,4,25,2048,0.103497
Qwen/Qwen3-8B,c4,4,26,128,0.387144
Qwen/Qwen3-8B,c4,4,26,512,0.319640
Qwen/Qwen3-8B,c4,4,26,2048,0.159215
Qwen/Qwen3-8B,c4,4,27,128,0.273882
Qwen/Qwen3-8B,c4,4,27,512,0.229927
Qwen/Qwen3-8B,c4,4,27,2048,0.119323
Qwen/Qwen3-8B,c4,4,28,128,0.318141
Qwen/Qwen3-8B,c4,4,28,512,0.192686
Qwen/Qwen3-8B,c4,4,28,2048,0.073814
Qwen/Qwen3-8B,c4,4,29,128,0.557200
Qwen/Qwen3-8B,c4,4,29,512,0.333659
Qwen/Qwen3-8B,c4,4,29,2048,0.112701
Qwen/Qwen3-8B,c4,4,30,128,0.600606
Qwen/Qwen3-8B,c4,4,30,512,0.385280
Qwen/Qwen3-8B,c4,4,30,2048,0.100867
Qwen/Qwen3-8B,c4,4,31,128,0.366260
Qwen/Qwen3-8B,c4,4,31,512,0.184610
Qwen/Qwen3-8B,c4,4,31,2048,0.052690
Qwen/Qwen3-8B,c4,5,0,128,0.175847
Qwen/Qwen3-8B,c4,5,0,512,0.088564
Qwen/Qwen3-8B,c4,5,0,2048,0.030275
Qwen/Qwen3-8B,c4,5,1,128,0.420004
Qwen/Qwen3-8B,c4,5,1,512,0.324755
Qwen/Qwen3-8B,c4,5,1,2048,0.162741
Qwen/Qwen3-8B,c4,5,2,128,0.365220
Qwen/Qwen3-8B,c4,5,2,512,0.177138
Qwen/Qwen3-8B,c4,5,2,2048,0.064668
Qwen/Qwen3-8B,c4,5,3,128,0.275123
Qwen/Qwen3-8B,c4,5,3,512,0.226884
Qwen/Qwen3-8B,c4,5,3,2048,0.106020
