model,refs,layer,head,window,beyond_mass
Qwen/Qwen3-8B,cnndm,4,24,512,0.188967
Qwen/Qwen3-8B,cnndm,4,24,2048,0.083611
Qwen/Qwen3-8B,cnndm,4,25,128,0.309087
Qwen/Qwen3-8B,cnndm,4,25,512,0.212057
Qwen/Qwen3-8B,cnndm,4,25,2048,0.082236
Qwen/Qwen3-8B,cnndm,4,26,128,0.389902
Qwen/Qwen3-8B,cnndm,4,26,512,0.318630
Qwen/Qwen3-8B,cnndm,4,26,2048,0.146362
Qwen/Qwen3-8B,cnndm,4,27,128,0.258009
Qwen/Qwen3-8B,cnndm,4,27,512,0.211323
Qwen/Qwen3-8B,cnndm,4,27,2048,0.097087
Qwen/Qwen3-8B,cnndm,4,28,128,0.376757
Qwen/Qwen3-8B,cnndm,4,28,512,0.218399
Qwen/Qwen3-8B,cnndm,4,28,2048,0.074671
Qwen/Qwen3-8B,cnndm,4,29,128,0.608403
Qwen/Qwen3-8B,cnndm,4,29,512,0.361215
Qwen/Qwen3-8B,cnndm,4,29,2048,0.115571
Qwen/Qwen3-8B,cnndm,4,30,128,0.591021
Qwen/Qwen3-8B,cnndm,4,30,512,0.369627
Qwen/Qwen3-8B,cnndm,4,30,2048,0.078393
Qwen/Qwen3-8B,cnndm,4,31,128,0.425474
Qwen/Qwen3-8B,cnndm,4,31,512,0.216136
Qwen/Qwen3-8B,cnndm,4,31,2048,0.064091
Qwen/Qwen3-8B,cnndm,5,0,128,0.218387
Qwen/Qwen3-8B,cnndm,5,0,512,0.114254
Qwen/Qwen3-8B,cnndm,5,0,2048,0.038176
Qwen/Qwen3-8B,cnndm,5,1,128,0.373292
Qwen/Qwen3-8B,cnndm,5,1,512,0.270048
Qwen/Qwen3-8B,cnndm,5,1,2048,0.108753
Qwen/Qwen3-8B,cnndm,5,2,128,0.455068
Qwen/Qwen3-8B,cnndm,5,2,512,0.207062
Qwen/Qwen3-8B,cnndm,5,2,2048,0.072739
Qwen/Qwen3-8B,cnndm,5,3,128,0.267152
Qwen/Qwen3-8B,cnndm,5,3,512,0.211349
Qwen/Qwen3-8B,cnndm,5,3,2048,0.089375
Qwen/Qwen3-8B,cnndm,5,4,128,0.465968
Qwen/Qwen3-8B,cnndm,5,4,512,0.363864
Qwen/Qwen3-8B,cnndm,5,4,2048,0.156908
Qwen/Qwen3-8B,cnndm,5,5,128,0.718390
Qwen/Qwen3-8B,cnndm,5,5,512,0.585647
Qwen/Qwen3-8B,cnndm,5,5,2048,0.272948
Qwen/Qwen3-8B,cnndm,5,6,128,0.460186
Qwen/Qwen3-8B,cnndm,5,6,512,0.380666
Qwen/Qwen3-8B,cnndm,5,6,2048,0.169241
Qwen/Qwen3-8B,cnndm,5,7,128,0.464416
Qwen/Qwen3-8B,cnndm,5,7,512,0.356447
Qwen/Qwen3-8B,cnndm,5,7,2048,0.129427
Qwen/Qwen3-8B,cnndm,5,8,128,0.015851
Qwen/Qwen3-8B,cnndm,5,8,512,0.006710
Qwen/Qwen3-8B,cnndm,5,8,2048,0.001800
Qwen/Qwen3-8B,cnndm,5,9,128,0.041605
Qwen/Qwen3-8B,cnndm,5,9,512,0.019659
Qwen/Qwen3-8B,cnndm,5,9,2048,0.004454
Qwen/Qwen3-8B,cnndm,5,10,128,0.683780
Qwen/Qwen3-8B,cnndm,5,10,512,0.599221
Qwen/Qwen3-8B,cnndm,5,10,2048,0.274233
Qwen/Qwen3-8B,cnndm,5,11,128,0.446478
Qwen/Qwen3-8B,cnndm,5,11,512,0.361019
Qwen/Qwen3-8B,cnndm,5,11,2048,0.165401
Qwen/Qwen3-8B,cnndm,5,12,128,0.424709
Qwen/Qwen3-8B,cnndm,5,12,512,0.290038
Qwen/Qwen3-8B,cnndm,5,12,2048,0.096245
Qwen/Qwen3-8B,cnndm,5,13,128,0.721887
Qwen/Qwen3-8B,cnndm,5,13,512,0.485715
Qwen/Qwen3-8B,cnndm,5,13,2048,0.176697
Qwen/Qwen3-8B,cnndm,5,14,128,0.450741
Qwen/Qwen3-8B,cnndm,5,14,512,0.262427
Qwen/Qwen3-8B,cnndm,5,14,2048,0.082040
Qwen/Qwen3-8B,cnndm,5,15,128,0.402142
Qwen/Qwen3-8B,cnndm,5,15,512,0.263858
Qwen/Qwen3-8B,cnndm,5,15,2048,0.097594
Qwen/Qwen3-8B,cnndm,5,16,128,0.350385
Qwen/Qwen3-8B,cnndm,5,16,512,0.284913
Qwen/Qwen3-8B,cnndm,5,16,2048,0.124002
Qwen/Qwen3-8B,cnndm,5,17,128,0.273871
Qwen/Qwen3-8B,cnndm,5,17,512,0.219524
Qwen/Qwen3-8B,cnndm,5,17,2048,0.092293
Qwen/Qwen3-8B,cnndm,5,18,128,0.411148
Qwen/Qwen3-8B,cnndm,5,18,512,0.338632
Qwen/Qwen3-8B,cnndm,5,18,2048,0.147079
Qwen/Qwen3-8B,cnndm,5,19,128,0.416750
Qwen/Qwen3-8B,cnndm,5,19,512,0.328604
Qwen/Qwen3-8B,cnndm,5,19,2048,0.134974
Qwen/Qwen3-8B,cnndm,5,20,128,0.422160
Qwen/Qwen3-8B,cnndm,5,20,512,0.339877
Qwen/Qwen3-8B,cnndm,5,20,2048,0.149242
Qwen/Qwen3-8B,cnndm,5,21,128,0.511165
Qwen/Qwen3-8B,cnndm,5,21,512,0.412217
Qwen/Qwen3-8B,cnndm,5,21,2048,0.185879
Qwen/Qwen3-8B,cnndm,5,22,128,0.415808
Qwen/Qwen3-8B,cnndm,5,22,512,0.317713
Qwen/Qwen3-8B,cnndm,5,22,2048,0.123068
Qwen/Qwen3-8B,cnndm,5,23,128,0.519937
Qwen/Qwen3-8B,cnndm,5,23,512,0.417776
Qwen/Qwen3-8B,cnndm,5,23,2048,0.187395
Qwen/Qwen3-8B,cnndm,5,24,128,0.654180
Qwen/Qwen3-8B,cnndm,5,24,512,0.527976
Qwen/Qwen3-8B,cnndm,5,24,2048,0.223210
Qwen/Qwen3-8B,cnndm,5,25,128,0.648919
Qwen/Qwen3-8B,cnndm,5,25,512,0.510726
Qwen/Qwen3-8B,cnndm,5,25,2048,0.202574
Qwen/Qwen3-8B,cnndm,5,26,128,0.685018
Qwen/Qwen3-8B,cnndm,5,26,512,0.558243
Qwen/Qwen3-8B,cnndm,5,26,2048,0.244216
Qwen/Qwen3-8B,cnndm,5,27,128,0.693549
Qwen/Qwen3-8B,cnndm,5,27,512,0.554404
Qwen/Qwen3-8B,cnndm,5,27,2048,0.223242
Qwen/Qwen3-8B,cnndm,5,28,128,0.381555
Qwen/Qwen3-8B,cnndm,5,28,512,0.144052
Qwen/Qwen3-8B,cnndm,5,28,2048,0.020426
Qwen/Qwen3-8B,cnndm,5,29,128,0.406383
Qwen/Qwen3-8B,cnndm,5,29,512,0.281897
Qwen/Qwen3-8B,cnndm,5,29,2048,0.100341
Qwen/Qwen3-8B,cnndm,5,30,128,0.371953
Qwen/Qwen3-8B,cnndm,5,30,512,0.284298
Qwen/Qwen3-8B,cnndm,5,30,2048,0.110532
Qwen/Qwen3-8B,cnndm,5,31,128,0.496540
Qwen/Qwen3-8B,cnndm,5,31,512,0.371045
Qwen/Qwen3-8B,cnndm,5,31,2048,0.149870
Qwen/Qwen3-8B,cnndm,6,0,128,0.231938
Qwen/Qwen3-8B,cnndm,6,0,512,0.163321
Qwen/Qwen3-8B,cnndm,6,0,2048,0.070087
Qwen/Qwen3-8B,cnndm,6,1,128,0.360798
Qwen/Qwen3-8B,cnndm,6,1,512,0.251418
Qwen/Qwen3-8B,cnndm,6,1,2048,0.101916
Qwen/Qwen3-8B,cnndm,6,2,128,0.278967
Qwen/Qwen3-8B,cnndm,6,2,512,0.200524
Qwen/Qwen3-8B,cnndm,6,2,2048,0.080229
Qwen/Qwen3-8B,cnndm,6,3,128,0.270566
Qwen/Qwen3-8B,cnndm,6,3,512,0.183598
Qwen/Qwen3-8B,cnndm,6,3,2048,0.073219
Qwen/Qwen3-8B,cnndm,6,4,128,0.361211
Qwen/Qwen3-8B,cnndm,6,4,512,0.250491
Qwen/Qwen3-8B,cnndm,6,4,2048,0.090110
Qwen/Qwen3-8B,cnndm,6,5,128,0.455739
Qwen/Qwen3-8B,cnndm,6,5,512,0.243537
Qwen/Qwen3-8B,cnndm,6,5,2048,0.063184
Qwen/Qwen3-8B,cnndm,6,6,128,0.666250
Qwen/Qwen3-8B,cnndm,6,6,512,0.415768
Qwen/Qwen3-8B,cnndm,6,6,2048,0.134293
Qwen/Qwen3-8B,cnndm,6,7,128,0.595707
Qwen/Qwen3-8B,cnndm,6,7,512,0.342252
Qwen/Qwen3-8B,cnndm,6,7,2048,0.102215
Qwen/Qwen3-8B,cnndm,6,8,128,0.407958
Qwen/Qwen3-8B,cnndm,6,8,512,0.188178
Qwen/Qwen3-8B,cnndm,6,8,2048,0.052862
Qwen/Qwen3-8B,cnndm,6,9,128,0.255096
Qwen/Qwen3-8B,cnndm,6,9,512,0.145628
Qwen/Qwen3-8B,cnndm,6,9,2048,0.033304
Qwen/Qwen3-8B,cnndm,6,10,128,0.397957
Qwen/Qwen3-8B,cnndm,6,10,512,0.174685
Qwen/Qwen3-8B,cnndm,6,10,2048,0.037763
Qwen/Qwen3-8B,cnndm,6,11,128,0.283568
Qwen/Qwen3-8B,cnndm,6,11,512,0.164136
Qwen/Qwen3-8B,cnndm,6,11,2048,0.060789
Qwen/Qwen3-8B,cnndm,6,12,128,0.629253
Qwen/Qwen3-8B,cnndm,6,12,512,0.387711
Qwen/Qwen3-8B,cnndm,6,12,2048,0.101646
Qwen/Qwen3-8B,cnndm,6,13,128,0.567898
Qwen/Qwen3-8B,cnndm,6,13,512,0.431317
Qwen/Qwen3-8B,cnndm,6,13,2048,0.162912
Qwen/Qwen3-8B,cnndm,6,14,128,0.486067
Qwen/Qwen3-8B,cnndm,6,14,512,0.365100
Qwen/Qwen3-8B,cnndm,6,14,2048,0.137878
Qwen/Qwen3-8B,cnndm,6,15,128,0.251169
Qwen/Qwen3-8B,cnndm,6,15,512,0.174269
Qwen/Qwen3-8B,cnndm,6,15,2048,0.057143
Qwen/Qwen3-8B,cnndm,6,16,128,0.360835
Qwen/Qwen3-8B,cnndm,6,16,512,0.260347
Qwen/Qwen3-8B,cnndm,6,16,2048,0.110775
Qwen/Qwen3-8B,cnndm,6,17,128,0.219409
Qwen/Qwen3-8B,cnndm,6,17,512,0.150298
Qwen/Qwen3-8B,cnndm,6,17,2048,0.062972
Qwen/Qwen3-8B,cnndm,6,18,128,0.379819
Qwen/Qwen3-8B,cnndm,6,18,512,0.259211
Qwen/Qwen3-8B,cnndm,6,18,2048,0.093357
Qwen/Qwen3-8B,cnndm,6,19,128,0.325369
Qwen/Qwen3-8B,cnndm,6,19,512,0.238300
Qwen/Qwen3-8B,cnndm,6,19,2048,0.107314
Qwen/Qwen3-8B,cnndm,6,20,128,0.232625
Qwen/Qwen3-8B,cnndm,6,20,512,0.157361
Qwen/Qwen3-8B,cnndm,6,20,2048,0.054720
Qwen/Qwen3-8B,cnndm,6,21,128,0.221655
Qwen/Qwen3-8B,cnndm,6,21,512,0.142906
Qwen/Qwen3-8B,cnndm,6,21,2048,0.045861
Qwen/Qwen3-8B,cnndm,6,22,128,0.288161
Qwen/Qwen3-8B,cnndm,6,22,512,0.184085
Qwen/Qwen3-8B,cnndm,6,22,2048,0.063913
Qwen/Qwen3-8B,cnndm,6,23,128,0.138083
Qwen/Qwen3-8B,cnndm,6,23,512,0.093717
Qwen/Qwen3-8B,cnndm,6,23,2048,0.028178
Qwen/Qwen3-8B,cnndm,6,24,128,0.266426
Qwen/Qwen3-8B,cnndm,6,24,512,0.177590
Qwen/Qwen3-8B,cnndm,6,24,2048,0.073754
Qwen/Qwen3-8B,cnndm,6,25,128,0.508583
Qwen/Qwen3-8B,cnndm,6,25,512,0.320849
Qwen/Qwen3-8B,cnndm,6,25,2048,0.116351
Qwen/Qwen3-8B,cnndm,6,26,128,0.279572
Qwen/Qwen3-8B,cnndm,6,26,512,0.173142
Qwen/Qwen3-8B,cnndm,6,26,2048,0.056744
Qwen/Qwen3-8B,cnndm,6,27,128,0.393016
Qwen/Qwen3-8B,cnndm,6,27,512,0.275889
Qwen/Qwen3-8B,cnndm,6,27,2048,0.111735
Qwen/Qwen3-8B,cnndm,6,28,128,0.479806
Qwen/Qwen3-8B,cnndm,6,28,512,0.309774
Qwen/Qwen3-8B,cnndm,6,28,2048,0.089588
Qwen/Qwen3-8B,cnndm,6,29,128,0.381152
Qwen/Qwen3-8B,cnndm,6,29,512,0.275198
Qwen/Qwen3-8B,cnndm,6,29,2048,0.101619
Qwen/Qwen3-8B,cnndm,6,30,128,0.440036
Qwen/Qwen3-8B,cnndm,6,30,512,0.281817
Qwen/Qwen3-8B,cnndm,6,30,2048,0.081033
Qwen/Qwen3-8B,cnndm,6,31,128,0.540660
Qwen/Qwen3-8B,cnndm,6,31,512,0.406297
Qwen/Qwen3-8B,cnndm,6,31,2048,0.151009
Qwen/Qwen3-8B,cnndm,7,0,128,0.034521
Qwen/Qwen3-8B,cnndm,7,0,512,0.021170
Qwen/Qwen3-8B,cnndm,7,0,2048,0.004294
Qwen/Qwen3-8B,cnndm,7,1,128,0.208403
Qwen/Qwen3-8B,cnndm,7,1,512,0.051361
Qwen/Qwen3-8B,cnndm,7,1,2048,0.004765
Qwen/Qwen3-8B,cnndm,7,2,128,0.265862
Qwen/Qwen3-8B,cnndm,7,2,512,0.154108
Qwen/Qwen3-8B,cnndm,7,2,2048,0.029174
Qwen/Qwen3-8B,cnndm,7,3,128,0.367863
Qwen/Qwen3-8B,cnndm,7,3,512,0.186792
Qwen/Qwen3-8B,cnndm,7,3,2048,0.028293
Qwen/Qwen3-8B,cnndm,7,4,128,0.008337
Qwen/Qwen3-8B,cnndm,7,4,512,0.008660
Qwen/Qwen3-8B,cnndm,7,4,2048,0.009931
Qwen/Qwen3-8B,cnndm,7,5,128,0.073972
Qwen/Qwen3-8B,cnndm,7,5,512,0.019007
Qwen/Qwen3-8B,cnndm,7,5,2048,0.001157
Qwen/Qwen3-8B,cnndm,7,6,128,0.026136
Qwen/Qwen3-8B,cnndm,7,6,512,0.018673
Qwen/Qwen3-8B,cnndm,7,6,2048,0.006383
Qwen/Qwen3-8B,cnndm,7,7,128,0.115451
Qwen/Qwen3-8B,cnndm,7,7,512,0.101153
Qwen/Qwen3-8B,cnndm,7,7,2048,0.031109
Qwen/Qwen3-8B,cnndm,7,8,128,0.035017
Qwen/Qwen3-8B,cnndm,7,8,512,0.023924
Qwen/Qwen3-8B,cnndm,7,8,2048,0.005334
Qwen/Qwen3-8B,cnndm,7,9,128,0.026377
Qwen/Qwen3-8B,cnndm,7,9,512,0.013542
Qwen/Qwen3-8B,cnndm,7,9,2048,0.003701
Qwen/Qwen3-8B,cnndm,7,10,128,0.046721
Qwen/Qwen3-8B,cnndm,7,10,512,0.025529
Qwen/Qwen3-8B,cnndm,7,10,2048,0.007218
Qwen/Qwen3-8B,cnndm,7,11,128,0.107231
Qwen/Qwen3-8B,cnndm,7,11,512,0.067154
Qwen/Qwen3-8B,cnndm,7,11,2048,0.016625
Qwen/Qwen3-8B,cnndm,7,12,128,0.019457
Qwen/Qwen3-8B,cnndm,7,12,512,0.005449
Qwen/Qwen3-8B,cnndm,7,12,2048,0.000337
Qwen/Qwen3-8B,cnndm,7,13,128,0.023610
Qwen/Qwen3-8B,cnndm,7,13,512,0.014905
Qwen/Qwen3-8B,cnndm,7,13,2048,0.002550
Qwen/Qwen3-8B,cnndm,7,14,128,0.014249
Qwen/Qwen3-8B,cnndm,7,14,512,0.005622
Qwen/Qwen3-8B,cnndm,7,14,2048,0.000806
Qwen/Qwen3-8B,cnndm,7,15,128,0.007603
Qwen/Qwen3-8B,cnndm,7,15,512,0.003760
Qwen/Qwen3-8B,cnndm,7,15,2048,0.000709
Qwen/Qwen3-8B,cnndm,7,16,128,0.040886
Qwen/Qwen3-8B,cnndm,7,16,512,0.027077
Qwen/Qwen3-8B,cnndm,7,16,2048,0.004662
Qwen/Qwen3-8B,cnndm,7,17,128,0.034928
Qwen/Qwen3-8B,cnndm,7,17,512,0.023190
Qwen/Qwen3-8B,cnndm,7,17,2048,0.003809
Qwen/Qwen3-8B,cnndm,7,18,128,0.043243
Qwen/Qwen3-8B,cnndm,7,18,512,0.028361
Qwen/Qwen3-8B,cnndm,7,18,2048,0.005373
Qwen/Qwen3-8B,cnndm,7,19,128,0.030442
Qwen/Qwen3-8B,cnndm,7,19,512,0.021929
Qwen/Qwen3-8B,cnndm,7,19,2048,0.003647
Qwen/Qwen3-8B,cnndm,7,20,128,0.092620
Qwen/Qwen3-8B,cnndm,7,20,512,0.054111
Qwen/Qwen3-8B,cnndm,7,20,2048,0.009314
Qwen/Qwen3-8B,cnndm,7,21,128,0.094206
Qwen/Qwen3-8B,cnndm,7,21,512,0.059921
Qwen/Qwen3-8B,cnndm,7,21,2048,0.014868
Qwen/Qwen3-8B,cnndm,7,22,128,0.185964
Qwen/Qwen3-8B,cnndm,7,22,512,0.095824
Qwen/Qwen3-8B,cnndm,7,22,2048,0.021441
Qwen/Qwen3-8B,cnndm,7,23,128,0.107424
Qwen/Qwen3-8B,cnndm,7,23,512,0.053212
Qwen/Qwen3-8B,cnndm,7,23,2048,0.012847
Qwen/Qwen3-8B,cnndm,7,24,128,0.030892
Qwen/Qwen3-8B,cnndm,7,24,512,0.018576
Qwen/Qwen3-8B,cnndm,7,24,2048,0.002850
Qwen/Qwen3-8B,cnndm,7,25,128,0.042282
Qwen/Qwen3-8B,cnndm,7,25,512,0.025063
Qwen/Qwen3-8B,cnndm,7,25,2048,0.003973
Qwen/Qwen3-8B,cnndm,7,26,128,0.081498
Qwen/Qwen3-8B,cnndm,7,26,512,0.049042
Qwen/Qwen3-8B,cnndm,7,26,2048,0.005823
Qwen/Qwen3-8B,cnndm,7,27,128,0.024435
Qwen/Qwen3-8B,cnndm,7,27,512,0.017038
Qwen/Qwen3-8B,cnndm,7,27,2048,0.003514
Qwen/Qwen3-8B,cnndm,7,28,128,0.036508
Qwen/Qwen3-8B,cnndm,7,28,512,0.024987
Qwen/Qwen3-8B,cnndm,7,28,2048,0.006351
Qwen/Qwen3-8B,cnndm,7,29,128,0.046728
Qwen/Qwen3-8B,cnndm,7,29,512,0.031462
Qwen/Qwen3-8B,cnndm,7,29,2048,0.009313
Qwen/Qwen3-8B,cnndm,7,30,128,0.035321
Qwen/Qwen3-8B,cnndm,7,30,512,0.023942
Qwen/Qwen3-8B,cnndm,7,30,2048,0.005660
Qwen/Qwen3-8B,cnndm,7,31,128,0.032622
Qwen/Qwen3-8B,cnndm,7,31,512,0.020677
Qwen/Qwen3-8B,cnndm,7,31,2048,0.004316
Qwen/Qwen3-8B,cnndm,8,0,128,0.057162
Qwen/Qwen3-8B,cnndm,8,0,512,0.026457
Qwen/Qwen3-8B,cnndm,8,0,2048,0.015666
Qwen/Qwen3-8B,cnndm,8,1,128,0.043300
Qwen/Qwen3-8B,cnndm,8,1,512,0.021296
Qwen/Qwen3-8B,cnndm,8,1,2048,0.011628
Qwen/Qwen3-8B,cnndm,8,2,128,0.166396
Qwen/Qwen3-8B,cnndm,8,2,512,0.068258
Qwen/Qwen3-8B,cnndm,8,2,2048,0.025145
Qwen/Qwen3-8B,cnndm,8,3,128,0.097611
Qwen/Qwen3-8B,cnndm,8,3,512,0.046022
Qwen/Qwen3-8B,cnndm,8,3,2048,0.017994
Qwen/Qwen3-8B,cnndm,8,4,128,0.410935
Qwen/Qwen3-8B,cnndm,8,4,512,0.174904
Qwen/Qwen3-8B,cnndm,8,4,2048,0.048528
Qwen/Qwen3-8B,cnndm,8,5,128,0.118872
Qwen/Qwen3-8B,cnndm,8,5,512,0.059868
Qwen/Qwen3-8B,cnndm,8,5,2048,0.016781
Qwen/Qwen3-8B,cnndm,8,6,128,0.203680
Qwen/Qwen3-8B,cnndm,8,6,512,0.088712
Qwen/Qwen3-8B,cnndm,8,6,2048,0.025560
Qwen/Qwen3-8B,cnndm,8,7,128,0.308183
Qwen/Qwen3-8B,cnndm,8,7,512,0.153386
Qwen/Qwen3-8B,cnndm,8,7,2048,0.048544
Qwen/Qwen3-8B,cnndm,8,8,128,0.058587
Qwen/Qwen3-8B,cnndm,8,8,512,0.021746
Qwen/Qwen3-8B,cnndm,8,8,2048,0.007835
Qwen/Qwen3-8B,cnndm,8,9,128,0.026815
Qwen/Qwen3-8B,cnndm,8,9,512,0.010946
Qwen/Qwen3-8B,cnndm,8,9,2048,0.005684
Qwen/Qwen3-8B,cnndm,8,10,128,0.032129
Qwen/Qwen3-8B,cnndm,8,10,512,0.014052
Qwen/Qwen3-8B,cnndm,8,10,2048,0.007367
Qwen/Qwen3-8B,cnndm,8,11,128,0.037800
Qwen/Qwen3-8B,cnndm,8,11,512,0.016405
Qwen/Qwen3-8B,cnndm,8,11,2048,0.009667
Qwen/Qwen3-8B,cnndm,8,12,128,0.052123
Qwen/Qwen3-8B,cnndm,8,12,512,0.022085
Qwen/Qwen3-8B,cnndm,8,12,2048,0.012815
Qwen/Qwen3-8B,cnndm,8,13,128,0.047496
Qwen/Qwen3-8B,cnndm,8,13,512,0.021211
Qwen/Qwen3-8B,cnndm,8,13,2048,0.008340
Qwen/Qwen3-8B,cnndm,8,14,128,0.046806
Qwen/Qwen3-8B,cnndm,8,14,512,0.023422
Qwen/Qwen3-8B,cnndm,8,14,2048,0.010899
Qwen/Qwen3-8B,cnndm,8,15,128,0.071424
Qwen/Qwen3-8B,cnndm,8,15,512,0.036495
Qwen/Qwen3-8B,cnndm,8,15,2048,0.013479
Qwen/Qwen3-8B,cnndm,8,16,128,0.242971
Qwen/Qwen3-8B,cnndm,8,16,512,0.165167
Qwen/Qwen3-8B,cnndm,8,16,2048,0.041227
Qwen/Qwen3-8B,cnndm,8,17,128,0.188182
Qwen/Qwen3-8B,cnndm,8,17,512,0.108482
Qwen/Qwen3-8B,cnndm,8,17,2048,0.027460
Qwen/Qwen3-8B,cnndm,8,18,128,0.257593
Qwen/Qwen3-8B,cnndm,8,18,512,0.160071
Qwen/Qwen3-8B,cnndm,8,18,2048,0.039001
Qwen/Qwen3-8B,cnndm,8,19,128,0.344603
Qwen/Qwen3-8B,cnndm,8,19,512,0.188757
Qwen/Qwen3-8B,cnndm,8,19,2048,0.044352
Qwen/Qwen3-8B,cnndm,8,20,128,0.045970
Qwen/Qwen3-8B,cnndm,8,20,512,0.021144
Qwen/Qwen3-8B,cnndm,8,20,2048,0.008798
Qwen/Qwen3-8B,cnndm,8,21,128,0.022429
Qwen/Qwen3-8B,cnndm,8,21,512,0.012264
Qwen/Qwen3-8B,cnndm,8,21,2048,0.004594
Qwen/Qwen3-8B,cnndm,8,22,128,0.056248
Qwen/Qwen3-8B,cnndm,8,22,512,0.026406
Qwen/Qwen3-8B,cnndm,8,22,2048,0.008818
Qwen/Qwen3-8B,cnndm,8,23,128,0.110527
Qwen/Qwen3-8B,cnndm,8,23,512,0.051747
Qwen/Qwen3-8B,cnndm,8,23,2048,0.006426
Qwen/Qwen3-8B,cnndm,8,24,128,0.057729
Qwen/Qwen3-8B,cnndm,8,24,512,0.028736
Qwen/Qwen3-8B,cnndm,8,24,2048,0.012479
Qwen/Qwen3-8B,cnndm,8,25,128,0.117369
Qwen/Qwen3-8B,cnndm,8,25,512,0.062882
Qwen/Qwen3-8B,cnndm,8,25,2048,0.021551
Qwen/Qwen3-8B,cnndm,8,26,128,0.497304
Qwen/Qwen3-8B,cnndm,8,26,512,0.285036
Qwen/Qwen3-8B,cnndm,8,26,2048,0.069326
Qwen/Qwen3-8B,cnndm,8,27,128,0.146825
Qwen/Qwen3-8B,cnndm,8,27,512,0.043947
Qwen/Qwen3-8B,cnndm,8,27,2048,0.010442
Qwen/Qwen3-8B,cnndm,8,28,128,0.183131
Qwen/Qwen3-8B,cnndm,8,28,512,0.078035
Qwen/Qwen3-8B,cnndm,8,28,2048,0.018898
Qwen/Qwen3-8B,cnndm,8,29,128,0.144857
Qwen/Qwen3-8B,cnndm,8,29,512,0.057931
Qwen/Qwen3-8B,cnndm,8,29,2048,0.018864
Qwen/Qwen3-8B,cnndm,8,30,128,0.070494
Qwen/Qwen3-8B,cnndm,8,30,512,0.037193
Qwen/Qwen3-8B,cnndm,8,30,2048,0.016992
Qwen/Qwen3-8B,cnndm,8,31,128,0.074587
Qwen/Qwen3-8B,cnndm,8,31,512,0.036182
Qwen/Qwen3-8B,cnndm,8,31,2048,0.010395
Qwen/Qwen3-8B,cnndm,9,0,128,0.102882
Qwen/Qwen3-8B,cnndm,9,0,512,0.038049
Qwen/Qwen3-8B,cnndm,9,0,2048,0.008567
Qwen/Qwen3-8B,cnndm,9,1,128,0.056409
Qwen/Qwen3-8B,cnndm,9,1,512,0.030134
Qwen/Qwen3-8B,cnndm,9,1,2048,0.015878
Qwen/Qwen3-8B,cnndm,9,2,128,0.084408
Qwen/Qwen3-8B,cnndm,9,2,512,0.051439
Qwen/Qwen3-8B,cnndm,9,2,2048,0.019554
Qwen/Qwen3-8B,cnndm,9,3,128,0.059128
Qwen/Qwen3-8B,cnndm,9,3,512,0.028677
Qwen/Qwen3-8B,cnndm,9,3,2048,0.014131
Qwen/Qwen3-8B,cnndm,9,4,128,0.049212
Qwen/Qwen3-8B,cnndm,9,4,512,0.027608
Qwen/Qwen3-8B,cnndm,9,4,2048,0.008946
Qwen/Qwen3-8B,cnndm,9,5,128,0.031223
Qwen/Qwen3-8B,cnndm,9,5,512,0.021027
Qwen/Qwen3-8B,cnndm,9,5,2048,0.007309
Qwen/Qwen3-8B,cnndm,9,6,128,0.036000
Qwen/Qwen3-8B,cnndm,9,6,512,0.023139
Qwen/Qwen3-8B,cnndm,9,6,2048,0.008125
Qwen/Qwen3-8B,cnndm,9,7,128,0.031717
Qwen/Qwen3-8B,cnndm,9,7,512,0.022564
Qwen/Qwen3-8B,cnndm,9,7,2048,0.006367
Qwen/Qwen3-8B,cnndm,9,8,128,0.063761
Qwen/Qwen3-8B,cnndm,9,8,512,0.037859
Qwen/Qwen3-8B,cnndm,9,8,2048,0.010858
Qwen/Qwen3-8B,cnndm,9,9,128,0.024369
Qwen/Qwen3-8B,cnndm,9,9,512,0.011589
Qwen/Qwen3-8B,cnndm,9,9,2048,0.002792
Qwen/Qwen3-8B,cnndm,9,10,128,0.112149
Qwen/Qwen3-8B,cnndm,9,10,512,0.063948
Qwen/Qwen3-8B,cnndm,9,10,2048,0.020721
Qwen/Qwen3-8B,cnndm,9,11,128,0.081872
Qwen/Qwen3-8B,cnndm,9,11,512,0.040332
Qwen/Qwen3-8B,cnndm,9,11,2048,0.012316
Qwen/Qwen3-8B,cnndm,9,12,128,0.110936
Qwen/Qwen3-8B,cnndm,9,12,512,0.059521
Qwen/Qwen3-8B,cnndm,9,12,2048,0.016567
Qwen/Qwen3-8B,cnndm,9,13,128,0.221864
Qwen/Qwen3-8B,cnndm,9,13,512,0.105176
Qwen/Qwen3-8B,cnndm,9,13,2048,0.026235
Qwen/Qwen3-8B,cnndm,9,14,128,0.406206
Qwen/Qwen3-8B,cnndm,9,14,512,0.172642
Qwen/Qwen3-8B,cnndm,9,14,2048,0.043573
Qwen/Qwen3-8B,cnndm,9,15,128,0.124737
Qwen/Qwen3-8B,cnndm,9,15,512,0.044358
Qwen/Qwen3-8B,cnndm,9,15,2048,0.013446
Qwen/Qwen3-8B,cnndm,9,16,128,0.089649
Qwen/Qwen3-8B,cnndm,9,16,512,0.013189
Qwen/Qwen3-8B,cnndm,9,16,2048,0.002335
Qwen/Qwen3-8B,cnndm,9,17,128,0.327591
Qwen/Qwen3-8B,cnndm,9,17,512,0.180814
