model,refs,layer,head,window,beyond_mass
Qwen/Qwen3-8B,cnndm,3,18,128,0.431389
Qwen/Qwen3-8B,cnndm,3,18,512,0.341548
Qwen/Qwen3-8B,cnndm,3,18,2048,0.211057
Qwen/Qwen3-8B,cnndm,3,18,4096,0.123952
Qwen/Qwen3-8B,cnndm,3,19,128,0.769312
Qwen/Qwen3-8B,cnndm,3,19,512,0.584153
Qwen/Qwen3-8B,cnndm,3,19,2048,0.353452
Qwen/Qwen3-8B,cnndm,3,19,4096,0.188181
Qwen/Qwen3-8B,cnndm,3,20,128,0.842069
Qwen/Qwen3-8B,cnndm,3,20,512,0.681075
Qwen/Qwen3-8B,cnndm,3,20,2048,0.442813
Qwen/Qwen3-8B,cnndm,3,20,4096,0.282134
Qwen/Qwen3-8B,cnndm,3,21,128,0.591555
Qwen/Qwen3-8B,cnndm,3,21,512,0.392742
Qwen/Qwen3-8B,cnndm,3,21,2048,0.222539
Qwen/Qwen3-8B,cnndm,3,21,4096,0.112574
Qwen/Qwen3-8B,cnndm,3,22,128,0.765464
Qwen/Qwen3-8B,cnndm,3,22,512,0.532615
Qwen/Qwen3-8B,cnndm,3,22,2048,0.305791
Qwen/Qwen3-8B,cnndm,3,22,4096,0.211610
Qwen/Qwen3-8B,cnndm,3,23,128,0.723023
Qwen/Qwen3-8B,cnndm,3,23,512,0.564464
Qwen/Qwen3-8B,cnndm,3,23,2048,0.362406
Qwen/Qwen3-8B,cnndm,3,23,4096,0.216585
Qwen/Qwen3-8B,cnndm,3,24,128,0.674092
Qwen/Qwen3-8B,cnndm,3,24,512,0.597235
Qwen/Qwen3-8B,cnndm,3,24,2048,0.422634
Qwen/Qwen3-8B,cnndm,3,24,4096,0.285220
Qwen/Qwen3-8B,cnndm,3,25,128,0.571943
Qwen/Qwen3-8B,cnndm,3,25,512,0.503455
Qwen/Qwen3-8B,cnndm,3,25,2048,0.353357
Qwen/Qwen3-8B,cnndm,3,25,4096,0.230900
Qwen/Qwen3-8B,cnndm,3,26,128,0.575683
Qwen/Qwen3-8B,cnndm,3,26,512,0.506031
Qwen/Qwen3-8B,cnndm,3,26,2048,0.348187
Qwen/Qwen3-8B,cnndm,3,26,4096,0.227104
Qwen/Qwen3-8B,cnndm,3,27,128,0.642312
Qwen/Qwen3-8B,cnndm,3,27,512,0.571653
Qwen/Qwen3-8B,cnndm,3,27,2048,0.409945
Qwen/Qwen3-8B,cnndm,3,27,4096,0.280160
Qwen/Qwen3-8B,cnndm,3,28,128,0.755279
Qwen/Qwen3-8B,cnndm,3,28,512,0.653093
Qwen/Qwen3-8B,cnndm,3,28,2048,0.450164
Qwen/Qwen3-8B,cnndm,3,28,4096,0.286509
Qwen/Qwen3-8B,cnndm,3,29,128,0.711887
Qwen/Qwen3-8B,cnndm,3,29,512,0.606929
Qwen/Qwen3-8B,cnndm,3,29,2048,0.407147
Qwen/Qwen3-8B,cnndm,3,29,4096,0.257533
Qwen/Qwen3-8B,cnndm,3,30,128,0.811239
Qwen/Qwen3-8B,cnndm,3,30,512,0.713111
Qwen/Qwen3-8B,cnndm,3,30,2048,0.500441
Qwen/Qwen3-8B,cnndm,3,30,4096,0.333156
Qwen/Qwen3-8B,cnndm,3,31,128,0.686513
Qwen/Qwen3-8B,cnndm,3,31,512,0.598271
Qwen/Qwen3-8B,cnndm,3,31,2048,0.420638
Qwen/Qwen3-8B,cnndm,3,31,4096,0.279018
Qwen/Qwen3-8B,cnndm,4,0,128,0.514437
Qwen/Qwen3-8B,cnndm,4,0,512,0.364272
Qwen/Qwen3-8B,cnndm,4,0,2048,0.217719
Qwen/Qwen3-8B,cnndm,4,0,4096,0.139284
Qwen/Qwen3-8B,cnndm,4,1,128,0.718609
Qwen/Qwen3-8B,cnndm,4,1,512,0.563924
Qwen/Qwen3-8B,cnndm,4,1,2048,0.370435
Qwen/Qwen3-8B,cnndm,4,1,4096,0.241450
Qwen/Qwen3-8B,cnndm,4,2,128,0.816368
Qwen/Qwen3-8B,cnndm,4,2,512,0.634139
Qwen/Qwen3-8B,cnndm,4,2,2048,0.385448
Qwen/Qwen3-8B,cnndm,4,2,4096,0.234874
Qwen/Qwen3-8B,cnndm,4,3,128,0.642379
Qwen/Qwen3-8B,cnndm,4,3,512,0.484426
Qwen/Qwen3-8B,cnndm,4,3,2048,0.312220
Qwen/Qwen3-8B,cnndm,4,3,4096,0.198140
Qwen/Qwen3-8B,cnndm,4,4,128,0.752202
Qwen/Qwen3-8B,cnndm,4,4,512,0.600319
Qwen/Qwen3-8B,cnndm,4,4,2048,0.401561
Qwen/Qwen3-8B,cnndm,4,4,4096,0.260298
Qwen/Qwen3-8B,cnndm,4,5,128,0.500291
Qwen/Qwen3-8B,cnndm,4,5,512,0.429673
Qwen/Qwen3-8B,cnndm,4,5,2048,0.291629
Qwen/Qwen3-8B,cnndm,4,5,4096,0.192628
Qwen/Qwen3-8B,cnndm,4,6,128,0.609482
Qwen/Qwen3-8B,cnndm,4,6,512,0.549399
Qwen/Qwen3-8B,cnndm,4,6,2048,0.417942
Qwen/Qwen3-8B,cnndm,4,6,4096,0.296355
Qwen/Qwen3-8B,cnndm,4,7,128,0.887703
Qwen/Qwen3-8B,cnndm,4,7,512,0.802560
Qwen/Qwen3-8B,cnndm,4,7,2048,0.621460
Qwen/Qwen3-8B,cnndm,4,7,4096,0.469009
Qwen/Qwen3-8B,cnndm,4,8,128,0.728176
Qwen/Qwen3-8B,cnndm,4,8,512,0.639561
Qwen/Qwen3-8B,cnndm,4,8,2048,0.458427
Qwen/Qwen3-8B,cnndm,4,8,4096,0.309846
Qwen/Qwen3-8B,cnndm,4,9,128,0.706625
Qwen/Qwen3-8B,cnndm,4,9,512,0.617150
Qwen/Qwen3-8B,cnndm,4,9,2048,0.428127
Qwen/Qwen3-8B,cnndm,4,9,4096,0.287288
Qwen/Qwen3-8B,cnndm,4,10,128,0.676193
Qwen/Qwen3-8B,cnndm,4,10,512,0.584239
Qwen/Qwen3-8B,cnndm,4,10,2048,0.402243
Qwen/Qwen3-8B,cnndm,4,10,4096,0.265016
Qwen/Qwen3-8B,cnndm,4,11,128,0.629955
Qwen/Qwen3-8B,cnndm,4,11,512,0.546606
Qwen/Qwen3-8B,cnndm,4,11,2048,0.321777
Qwen/Qwen3-8B,cnndm,4,11,4096,0.203497
Qwen/Qwen3-8B,cnndm,4,12,128,0.567249
Qwen/Qwen3-8B,cnndm,4,12,512,0.501103
Qwen/Qwen3-8B,cnndm,4,12,2048,0.357189
Qwen/Qwen3-8B,cnndm,4,12,4096,0.237198
Qwen/Qwen3-8B,cnndm,4,13,128,0.592523
Qwen/Qwen3-8B,cnndm,4,13,512,0.526885
Qwen/Qwen3-8B,cnndm,4,13,2048,0.380426
Qwen/Qwen3-8B,cnndm,4,13,4096,0.254044
Qwen/Qwen3-8B,cnndm,4,14,128,0.708812
Qwen/Qwen3-8B,cnndm,4,14,512,0.637789
Qwen/Qwen3-8B,cnndm,4,14,2048,0.461511
Qwen/Qwen3-8B,cnndm,4,14,4096,0.309946
Qwen/Qwen3-8B,cnndm,4,15,128,0.618507
Qwen/Qwen3-8B,cnndm,4,15,512,0.551332
Qwen/Qwen3-8B,cnndm,4,15,2048,0.398272
Qwen/Qwen3-8B,cnndm,4,15,4096,0.260778
Qwen/Qwen3-8B,cnndm,4,16,128,0.653263
Qwen/Qwen3-8B,cnndm,4,16,512,0.557931
Qwen/Qwen3-8B,cnndm,4,16,2048,0.373872
Qwen/Qwen3-8B,cnndm,4,16,4096,0.246309
Qwen/Qwen3-8B,cnndm,4,17,128,0.687913
Qwen/Qwen3-8B,cnndm,4,17,512,0.598097
Qwen/Qwen3-8B,cnndm,4,17,2048,0.414346
Qwen/Qwen3-8B,cnndm,4,17,4096,0.274768
Qwen/Qwen3-8B,cnndm,4,18,128,0.687676
Qwen/Qwen3-8B,cnndm,4,18,512,0.601453
Qwen/Qwen3-8B,cnndm,4,18,2048,0.411735
Qwen/Qwen3-8B,cnndm,4,18,4096,0.272592
Qwen/Qwen3-8B,cnndm,4,19,128,0.726717
Qwen/Qwen3-8B,cnndm,4,19,512,0.636030
Qwen/Qwen3-8B,cnndm,4,19,2048,0.440590
Qwen/Qwen3-8B,cnndm,4,19,4096,0.290691
Qwen/Qwen3-8B,cnndm,4,20,128,0.800304
Qwen/Qwen3-8B,cnndm,4,20,512,0.585742
Qwen/Qwen3-8B,cnndm,4,20,2048,0.321913
Qwen/Qwen3-8B,cnndm,4,20,4096,0.171651
Qwen/Qwen3-8B,cnndm,4,21,128,0.629639
Qwen/Qwen3-8B,cnndm,4,21,512,0.419301
Qwen/Qwen3-8B,cnndm,4,21,2048,0.259572
Qwen/Qwen3-8B,cnndm,4,21,4096,0.168182
Qwen/Qwen3-8B,cnndm,4,22,128,0.559510
Qwen/Qwen3-8B,cnndm,4,22,512,0.309228
Qwen/Qwen3-8B,cnndm,4,22,2048,0.147330
Qwen/Qwen3-8B,cnndm,4,22,4096,0.083232
Qwen/Qwen3-8B,cnndm,4,23,128,0.769631
Qwen/Qwen3-8B,cnndm,4,23,512,0.581164
Qwen/Qwen3-8B,cnndm,4,23,2048,0.340760
Qwen/Qwen3-8B,cnndm,4,23,4096,0.212399
Qwen/Qwen3-8B,cnndm,4,24,128,0.287199
Qwen/Qwen3-8B,cnndm,4,24,512,0.229489
Qwen/Qwen3-8B,cnndm,4,24,2048,0.151272
Qwen/Qwen3-8B,cnndm,4,24,4096,0.100638
Qwen/Qwen3-8B,cnndm,4,25,128,0.343981
Qwen/Qwen3-8B,cnndm,4,25,512,0.251898
Qwen/Qwen3-8B,cnndm,4,25,2048,0.150539
Qwen/Qwen3-8B,cnndm,4,25,4096,0.102469
Qwen/Qwen3-8B,cnndm,4,26,128,0.476394
Qwen/Qwen3-8B,cnndm,4,26,512,0.417072
Qwen/Qwen3-8B,cnndm,4,26,2048,0.287756
Qwen/Qwen3-8B,cnndm,4,26,4096,0.198376
Qwen/Qwen3-8B,cnndm,4,27,128,0.305040
Qwen/Qwen3-8B,cnndm,4,27,512,0.265812
Qwen/Qwen3-8B,cnndm,4,27,2048,0.180121
Qwen/Qwen3-8B,cnndm,4,27,4096,0.123426
Qwen/Qwen3-8B,cnndm,4,28,128,0.395514
Qwen/Qwen3-8B,cnndm,4,28,512,0.248718
Qwen/Qwen3-8B,cnndm,4,28,2048,0.136724
Qwen/Qwen3-8B,cnndm,4,28,4096,0.084468
Qwen/Qwen3-8B,cnndm,4,29,128,0.665943
Qwen/Qwen3-8B,cnndm,4,29,512,0.441657
Qwen/Qwen3-8B,cnndm,4,29,2048,0.242850
Qwen/Qwen3-8B,cnndm,4,29,4096,0.141044
Qwen/Qwen3-8B,cnndm,4,30,128,0.659961
Qwen/Qwen3-8B,cnndm,4,30,512,0.481815
Qwen/Qwen3-8B,cnndm,4,30,2048,0.230285
Qwen/Qwen3-8B,cnndm,4,30,4096,0.141139
Qwen/Qwen3-8B,cnndm,4,31,128,0.463245
Qwen/Qwen3-8B,cnndm,4,31,512,0.266063
Qwen/Qwen3-8B,cnndm,4,31,2048,0.132440
Qwen/Qwen3-8B,cnndm,4,31,4096,0.075344
Qwen/Qwen3-8B,cnndm,5,0,128,0.235369
Qwen/Qwen3-8B,cnndm,5,0,512,0.133389
Qwen/Qwen3-8B,cnndm,5,0,2048,0.075204
Qwen/Qwen3-8B,cnndm,5,0,4096,0.048872
Qwen/Qwen3-8B,cnndm,5,1,128,0.430626
Qwen/Qwen3-8B,cnndm,5,1,512,0.344457
Qwen/Qwen3-8B,cnndm,5,1,2048,0.226389
Qwen/Qwen3-8B,cnndm,5,1,4096,0.147221
Qwen/Qwen3-8B,cnndm,5,2,128,0.462408
Qwen/Qwen3-8B,cnndm,5,2,512,0.226757
Qwen/Qwen3-8B,cnndm,5,2,2048,0.123722
Qwen/Qwen3-8B,cnndm,5,2,4096,0.075801
Qwen/Qwen3-8B,cnndm,5,3,128,0.306721
Qwen/Qwen3-8B,cnndm,5,3,512,0.261791
Qwen/Qwen3-8B,cnndm,5,3,2048,0.178689
Qwen/Qwen3-8B,cnndm,5,3,4096,0.114600
Qwen/Qwen3-8B,cnndm,5,4,128,0.556454
Qwen/Qwen3-8B,cnndm,5,4,512,0.470486
Qwen/Qwen3-8B,cnndm,5,4,2048,0.320591
Qwen/Qwen3-8B,cnndm,5,4,4096,0.212472
Qwen/Qwen3-8B,cnndm,5,5,128,0.859742
Qwen/Qwen3-8B,cnndm,5,5,512,0.790828
Qwen/Qwen3-8B,cnndm,5,5,2048,0.627166
Qwen/Qwen3-8B,cnndm,5,5,4096,0.455829
Qwen/Qwen3-8B,cnndm,5,6,128,0.551538
Qwen/Qwen3-8B,cnndm,5,6,512,0.491794
Qwen/Qwen3-8B,cnndm,5,6,2048,0.340075
Qwen/Qwen3-8B,cnndm,5,6,4096,0.225864
Qwen/Qwen3-8B,cnndm,5,7,128,0.538036
Qwen/Qwen3-8B,cnndm,5,7,512,0.450157
Qwen/Qwen3-8B,cnndm,5,7,2048,0.268442
Qwen/Qwen3-8B,cnndm,5,7,4096,0.169649
Qwen/Qwen3-8B,cnndm,5,8,128,0.016374
Qwen/Qwen3-8B,cnndm,5,8,512,0.009253
Qwen/Qwen3-8B,cnndm,5,8,2048,0.004923
Qwen/Qwen3-8B,cnndm,5,8,4096,0.003729
Qwen/Qwen3-8B,cnndm,5,9,128,0.048307
Qwen/Qwen3-8B,cnndm,5,9,512,0.029621
Qwen/Qwen3-8B,cnndm,5,9,2048,0.019580
Qwen/Qwen3-8B,cnndm,5,9,4096,0.011509
Qwen/Qwen3-8B,cnndm,5,10,128,0.801047
Qwen/Qwen3-8B,cnndm,5,10,512,0.745441
Qwen/Qwen3-8B,cnndm,5,10,2048,0.582111
Qwen/Qwen3-8B,cnndm,5,10,4096,0.430746
Qwen/Qwen3-8B,cnndm,5,11,128,0.536116
Qwen/Qwen3-8B,cnndm,5,11,512,0.468633
Qwen/Qwen3-8B,cnndm,5,11,2048,0.360312
Qwen/Qwen3-8B,cnndm,5,11,4096,0.262602
Qwen/Qwen3-8B,cnndm,5,12,128,0.462049
Qwen/Qwen3-8B,cnndm,5,12,512,0.349935
Qwen/Qwen3-8B,cnndm,5,12,2048,0.208602
Qwen/Qwen3-8B,cnndm,5,12,4096,0.134722
Qwen/Qwen3-8B,cnndm,5,13,128,0.804483
Qwen/Qwen3-8B,cnndm,5,13,512,0.588843
Qwen/Qwen3-8B,cnndm,5,13,2048,0.372474
Qwen/Qwen3-8B,cnndm,5,13,4096,0.242695
Qwen/Qwen3-8B,cnndm,5,14,128,0.487127
Qwen/Qwen3-8B,cnndm,5,14,512,0.310134
Qwen/Qwen3-8B,cnndm,5,14,2048,0.172130
Qwen/Qwen3-8B,cnndm,5,14,4096,0.110410
Qwen/Qwen3-8B,cnndm,5,15,128,0.436733
Qwen/Qwen3-8B,cnndm,5,15,512,0.316419
Qwen/Qwen3-8B,cnndm,5,15,2048,0.196741
Qwen/Qwen3-8B,cnndm,5,15,4096,0.123900
Qwen/Qwen3-8B,cnndm,5,16,128,0.416601
Qwen/Qwen3-8B,cnndm,5,16,512,0.365915
Qwen/Qwen3-8B,cnndm,5,16,2048,0.259472
Qwen/Qwen3-8B,cnndm,5,16,4096,0.182080
Qwen/Qwen3-8B,cnndm,5,17,128,0.326668
Qwen/Qwen3-8B,cnndm,5,17,512,0.282275
Qwen/Qwen3-8B,cnndm,5,17,2048,0.193994
Qwen/Qwen3-8B,cnndm,5,17,4096,0.136124
Qwen/Qwen3-8B,cnndm,5,18,128,0.494535
Qwen/Qwen3-8B,cnndm,5,18,512,0.439375
Qwen/Qwen3-8B,cnndm,5,18,2048,0.312297
Qwen/Qwen3-8B,cnndm,5,18,4096,0.218348
Qwen/Qwen3-8B,cnndm,5,19,128,0.485546
Qwen/Qwen3-8B,cnndm,5,19,512,0.415183
Qwen/Qwen3-8B,cnndm,5,19,2048,0.284077
Qwen/Qwen3-8B,cnndm,5,19,4096,0.200914
Qwen/Qwen3-8B,cnndm,5,20,128,0.495348
Qwen/Qwen3-8B,cnndm,5,20,512,0.429083
Qwen/Qwen3-8B,cnndm,5,20,2048,0.292739
Qwen/Qwen3-8B,cnndm,5,20,4096,0.191253
Qwen/Qwen3-8B,cnndm,5,21,128,0.609351
Qwen/Qwen3-8B,cnndm,5,21,512,0.533814
Qwen/Qwen3-8B,cnndm,5,21,2048,0.376674
Qwen/Qwen3-8B,cnndm,5,21,4096,0.246162
Qwen/Qwen3-8B,cnndm,5,22,128,0.482581
Qwen/Qwen3-8B,cnndm,5,22,512,0.399707
Qwen/Qwen3-8B,cnndm,5,22,2048,0.252864
Qwen/Qwen3-8B,cnndm,5,22,4096,0.162725
Qwen/Qwen3-8B,cnndm,5,23,128,0.614886
Qwen/Qwen3-8B,cnndm,5,23,512,0.535131
Qwen/Qwen3-8B,cnndm,5,23,2048,0.376620
Qwen/Qwen3-8B,cnndm,5,23,4096,0.246677
Qwen/Qwen3-8B,cnndm,5,24,128,0.777837
Qwen/Qwen3-8B,cnndm,5,24,512,0.678476
Qwen/Qwen3-8B,cnndm,5,24,2048,0.460347
Qwen/Qwen3-8B,cnndm,5,24,4096,0.305586
Qwen/Qwen3-8B,cnndm,5,25,128,0.766666
Qwen/Qwen3-8B,cnndm,5,25,512,0.653652
Qwen/Qwen3-8B,cnndm,5,25,2048,0.422455
Qwen/Qwen3-8B,cnndm,5,25,4096,0.276532
Qwen/Qwen3-8B,cnndm,5,26,128,0.819160
Qwen/Qwen3-8B,cnndm,5,26,512,0.722048
Qwen/Qwen3-8B,cnndm,5,26,2048,0.505893
Qwen/Qwen3-8B,cnndm,5,26,4096,0.341577
Qwen/Qwen3-8B,cnndm,5,27,128,0.820766
Qwen/Qwen3-8B,cnndm,5,27,512,0.709772
Qwen/Qwen3-8B,cnndm,5,27,2048,0.469985
Qwen/Qwen3-8B,cnndm,5,27,4096,0.313655
Qwen/Qwen3-8B,cnndm,5,28,128,0.445182
Qwen/Qwen3-8B,cnndm,5,28,512,0.208359
Qwen/Qwen3-8B,cnndm,5,28,2048,0.076124
Qwen/Qwen3-8B,cnndm,5,28,4096,0.044734
Qwen/Qwen3-8B,cnndm,5,29,128,0.463119
Qwen/Qwen3-8B,cnndm,5,29,512,0.352650
Qwen/Qwen3-8B,cnndm,5,29,2048,0.210995
Qwen/Qwen3-8B,cnndm,5,29,4096,0.132113
Qwen/Qwen3-8B,cnndm,5,30,128,0.429813
Qwen/Qwen3-8B,cnndm,5,30,512,0.355741
Qwen/Qwen3-8B,cnndm,5,30,2048,0.233843
Qwen/Qwen3-8B,cnndm,5,30,4096,0.154497
Qwen/Qwen3-8B,cnndm,5,31,128,0.577854
Qwen/Qwen3-8B,cnndm,5,31,512,0.472513
Qwen/Qwen3-8B,cnndm,5,31,2048,0.312706
Qwen/Qwen3-8B,cnndm,5,31,4096,0.200934
Qwen/Qwen3-8B,cnndm,6,0,128,0.277237
Qwen/Qwen3-8B,cnndm,6,0,512,0.222104
Qwen/Qwen3-8B,cnndm,6,0,2048,0.141410
Qwen/Qwen3-8B,cnndm,6,0,4096,0.091361
Qwen/Qwen3-8B,cnndm,6,1,128,0.425665
Qwen/Qwen3-8B,cnndm,6,1,512,0.342199
Qwen/Qwen3-8B,cnndm,6,1,2048,0.221892
Qwen/Qwen3-8B,cnndm,6,1,4096,0.148017
Qwen/Qwen3-8B,cnndm,6,2,128,0.326560
Qwen/Qwen3-8B,cnndm,6,2,512,0.266305
Qwen/Qwen3-8B,cnndm,6,2,2048,0.171284
Qwen/Qwen3-8B,cnndm,6,2,4096,0.120480
Qwen/Qwen3-8B,cnndm,6,3,128,0.309183
Qwen/Qwen3-8B,cnndm,6,3,512,0.242123
Qwen/Qwen3-8B,cnndm,6,3,2048,0.151920
Qwen/Qwen3-8B,cnndm,6,3,4096,0.101015
Qwen/Qwen3-8B,cnndm,6,4,128,0.417332
Qwen/Qwen3-8B,cnndm,6,4,512,0.326238
Qwen/Qwen3-8B,cnndm,6,4,2048,0.192603
Qwen/Qwen3-8B,cnndm,6,4,4096,0.120679
Qwen/Qwen3-8B,cnndm,6,5,128,0.514438
Qwen/Qwen3-8B,cnndm,6,5,512,0.335006
Qwen/Qwen3-8B,cnndm,6,5,2048,0.162749
Qwen/Qwen3-8B,cnndm,6,5,4096,0.077117
Qwen/Qwen3-8B,cnndm,6,6,128,0.754259
Qwen/Qwen3-8B,cnndm,6,6,512,0.544180
Qwen/Qwen3-8B,cnndm,6,6,2048,0.313838
Qwen/Qwen3-8B,cnndm,6,6,4096,0.201191
Qwen/Qwen3-8B,cnndm,6,7,128,0.678252
Qwen/Qwen3-8B,cnndm,6,7,512,0.462859
Qwen/Qwen3-8B,cnndm,6,7,2048,0.253551
Qwen/Qwen3-8B,cnndm,6,7,4096,0.145204
Qwen/Qwen3-8B,cnndm,6,8,128,0.431878
Qwen/Qwen3-8B,cnndm,6,8,512,0.219690
Qwen/Qwen3-8B,cnndm,6,8,2048,0.104586
Qwen/Qwen3-8B,cnndm,6,8,4096,0.069535
Qwen/Qwen3-8B,cnndm,6,9,128,0.285377
Qwen/Qwen3-8B,cnndm,6,9,512,0.195348
Qwen/Qwen3-8B,cnndm,6,9,2048,0.099151
Qwen/Qwen3-8B,cnndm,6,9,4096,0.066536
Qwen/Qwen3-8B,cnndm,6,10,128,0.401344
Qwen/Qwen3-8B,cnndm,6,10,512,0.197041
Qwen/Qwen3-8B,cnndm,6,10,2048,0.075721
Qwen/Qwen3-8B,cnndm,6,10,4096,0.045477
Qwen/Qwen3-8B,cnndm,6,11,128,0.311186
Qwen/Qwen3-8B,cnndm,6,11,512,0.209034
Qwen/Qwen3-8B,cnndm,6,11,2048,0.121582
Qwen/Qwen3-8B,cnndm,6,11,4096,0.088835
Qwen/Qwen3-8B,cnndm,6,12,128,0.706924
Qwen/Qwen3-8B,cnndm,6,12,512,0.502635
Qwen/Qwen3-8B,cnndm,6,12,2048,0.250835
Qwen/Qwen3-8B,cnndm,6,12,4096,0.130496
Qwen/Qwen3-8B,cnndm,6,13,128,0.654505
Qwen/Qwen3-8B,cnndm,6,13,512,0.542668
Qwen/Qwen3-8B,cnndm,6,13,2048,0.338690
Qwen/Qwen3-8B,cnndm,6,13,4096,0.212061
Qwen/Qwen3-8B,cnndm,6,14,128,0.547905
Qwen/Qwen3-8B,cnndm,6,14,512,0.452103
Qwen/Qwen3-8B,cnndm,6,14,2048,0.268426
Qwen/Qwen3-8B,cnndm,6,14,4096,0.166507
Qwen/Qwen3-8B,cnndm,6,15,128,0.274561
Qwen/Qwen3-8B,cnndm,6,15,512,0.210785
Qwen/Qwen3-8B,cnndm,6,15,2048,0.113448
Qwen/Qwen3-8B,cnndm,6,15,4096,0.070637
Qwen/Qwen3-8B,cnndm,6,16,128,0.432867
Qwen/Qwen3-8B,cnndm,6,16,512,0.344618
Qwen/Qwen3-8B,cnndm,6,16,2048,0.223833
Qwen/Qwen3-8B,cnndm,6,16,4096,0.141286
Qwen/Qwen3-8B,cnndm,6,17,128,0.256306
Qwen/Qwen3-8B,cnndm,6,17,512,0.194770
Qwen/Qwen3-8B,cnndm,6,17,2048,0.129037
Qwen/Qwen3-8B,cnndm,6,17,4096,0.084005
Qwen/Qwen3-8B,cnndm,6,18,128,0.432206
Qwen/Qwen3-8B,cnndm,6,18,512,0.329050
Qwen/Qwen3-8B,cnndm,6,18,2048,0.194289
Qwen/Qwen3-8B,cnndm,6,18,4096,0.120905
Qwen/Qwen3-8B,cnndm,6,19,128,0.380734
Qwen/Qwen3-8B,cnndm,6,19,512,0.304229
Qwen/Qwen3-8B,cnndm,6,19,2048,0.212825
Qwen/Qwen3-8B,cnndm,6,19,4096,0.135422
Qwen/Qwen3-8B,cnndm,6,20,128,0.271762
Qwen/Qwen3-8B,cnndm,6,20,512,0.206362
Qwen/Qwen3-8B,cnndm,6,20,2048,0.115260
Qwen/Qwen3-8B,cnndm,6,20,4096,0.080342
Qwen/Qwen3-8B,cnndm,6,21,128,0.249103
Qwen/Qwen3-8B,cnndm,6,21,512,0.183218
Qwen/Qwen3-8B,cnndm,6,21,2048,0.101574
Qwen/Qwen3-8B,cnndm,6,21,4096,0.074680
Qwen/Qwen3-8B,cnndm,6,22,128,0.332924
Qwen/Qwen3-8B,cnndm,6,22,512,0.246442
Qwen/Qwen3-8B,cnndm,6,22,2048,0.149880
Qwen/Qwen3-8B,cnndm,6,22,4096,0.108077
Qwen/Qwen3-8B,cnndm,6,23,128,0.157193
Qwen/Qwen3-8B,cnndm,6,23,512,0.118765
Qwen/Qwen3-8B,cnndm,6,23,2048,0.058795
Qwen/Qwen3-8B,cnndm,6,23,4096,0.041304
Qwen/Qwen3-8B,cnndm,6,24,128,0.306358
Qwen/Qwen3-8B,cnndm,6,24,512,0.226819
Qwen/Qwen3-8B,cnndm,6,24,2048,0.147123
Qwen/Qwen3-8B,cnndm,6,24,4096,0.098572
Qwen/Qwen3-8B,cnndm,6,25,128,0.585905
Qwen/Qwen3-8B,cnndm,6,25,512,0.422894
Qwen/Qwen3-8B,cnndm,6,25,2048,0.253443
Qwen/Qwen3-8B,cnndm,6,25,4096,0.166466
Qwen/Qwen3-8B,cnndm,6,26,128,0.311036
Qwen/Qwen3-8B,cnndm,6,26,512,0.215631
Qwen/Qwen3-8B,cnndm,6,26,2048,0.115645
Qwen/Qwen3-8B,cnndm,6,26,4096,0.075678
Qwen/Qwen3-8B,cnndm,6,27,128,0.452082
Qwen/Qwen3-8B,cnndm,6,27,512,0.351385
Qwen/Qwen3-8B,cnndm,6,27,2048,0.228801
Qwen/Qwen3-8B,cnndm,6,27,4096,0.162415
Qwen/Qwen3-8B,cnndm,6,28,128,0.557356
Qwen/Qwen3-8B,cnndm,6,28,512,0.417165
Qwen/Qwen3-8B,cnndm,6,28,2048,0.231877
Qwen/Qwen3-8B,cnndm,6,28,4096,0.138126
Qwen/Qwen3-8B,cnndm,6,29,128,0.440267
Qwen/Qwen3-8B,cnndm,6,29,512,0.353652
Qwen/Qwen3-8B,cnndm,6,29,2048,0.217632
Qwen/Qwen3-8B,cnndm,6,29,4096,0.144267
Qwen/Qwen3-8B,cnndm,6,30,128,0.529088
Qwen/Qwen3-8B,cnndm,6,30,512,0.396584
Qwen/Qwen3-8B,cnndm,6,30,2048,0.210260
Qwen/Qwen3-8B,cnndm,6,30,4096,0.138210
Qwen/Qwen3-8B,cnndm,6,31,128,0.633827
Qwen/Qwen3-8B,cnndm,6,31,512,0.534375
Qwen/Qwen3-8B,cnndm,6,31,2048,0.345422
Qwen/Qwen3-8B,cnndm,6,31,4096,0.235168
Qwen/Qwen3-8B,cnndm,7,0,128,0.044215
Qwen/Qwen3-8B,cnndm,7,0,512,0.030601
Qwen/Qwen3-8B,cnndm,7,0,2048,0.015114
Qwen/Qwen3-8B,cnndm,7,0,4096,0.002770
Qwen/Qwen3-8B,cnndm,7,1,128,0.237752
Qwen/Qwen3-8B,cnndm,7,1,512,0.070832
Qwen/Qwen3-8B,cnndm,7,1,2048,0.022118
Qwen/Qwen3-8B,cnndm,7,1,4096,0.004342
Qwen/Qwen3-8B,cnndm,7,2,128,0.284509
Qwen/Qwen3-8B,cnndm,7,2,512,0.190094
Qwen/Qwen3-8B,cnndm,7,2,2048,0.089849
Qwen/Qwen3-8B,cnndm,7,2,4096,0.038503
Qwen/Qwen3-8B,cnndm,7,3,128,0.419382
Qwen/Qwen3-8B,cnndm,7,3,512,0.241883
Qwen/Qwen3-8B,cnndm,7,3,2048,0.102028
Qwen/Qwen3-8B,cnndm,7,3,4096,0.048325
Qwen/Qwen3-8B,cnndm,7,4,128,0.034175
Qwen/Qwen3-8B,cnndm,7,4,512,0.035440
