arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,69.8,2.981
k2,2,4,2000,264.6,2.981
k2,2,8,2000,506.8,2.956
k2,2,16,2000,948.7,2.976
k2,2,32,2000,914.5,2.966
k2,2,64,2000,1161.8,2.977
k2,2,1,8000,71.0,3.0
k2,2,4,8000,254.9,2.94
k2,2,8,8000,266.7,2.967
k2,2,16,8000,341.5,2.942
k2,2,1,14000,68.7,2.927
k2,2,4,14000,132.4,2.913
k2,2,8,14000,173.4,2.912
k4,4,1,2000,71.4,5.0
k4,4,4,2000,249.6,4.908
k4,4,8,2000,488.6,4.893
k4,4,16,2000,903.8,4.93
k4,4,32,2000,886.1,4.904
k4,4,64,2000,1123.4,4.911
k4,4,1,8000,70.2,5.0
k4,4,4,8000,246.2,4.818
k4,4,8,8000,257.5,4.762
k4,4,16,8000,319.5,4.754
k4,4,1,14000,68.0,4.818
k4,4,4,14000,125.2,4.642
k4,4,8,14000,164.0,4.675
k6,6,1,2000,66.0,6.875
k6,6,4,2000,256.7,6.978
k6,6,8,2000,447.4,6.746
k6,6,16,2000,904.6,6.827
k6,6,32,2000,875.1,6.861
k6,6,64,2000,874.5,6.817
k6,6,1,8000,67.0,6.75
k6,6,4,8000,238.8,6.698
k6,6,8,8000,239.1,6.603
k6,6,16,8000,241.9,6.581
k6,6,1,14000,61.9,6.308
k6,6,4,14000,119.3,6.282
k6,6,8,14000,121.0,6.445
