arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,152.1,2.857
k2,2,4,2000,489.8,2.991
k2,2,8,2000,827.2,2.988
k2,2,16,2000,1389.5,2.989
k2,2,32,2000,2467.2,2.976
k2,2,64,2000,4166.0,2.98
k2,2,1,8000,162.2,2.981
k2,2,4,8000,516.1,2.958
k2,2,8,8000,860.8,2.95
k2,2,16,8000,1283.0,2.905
k2,2,1,14000,166.8,3.0
k2,2,4,14000,442.9,2.8
k2,2,8,14000,769.9,2.858
k4,4,1,2000,153.6,4.969
k4,4,4,2000,459.9,4.931
k4,4,8,2000,755.4,4.95
k4,4,16,2000,1285.5,4.906
k4,4,32,2000,2151.7,4.919
k4,4,64,2000,4113.9,4.933
k4,4,1,8000,143.3,4.939
k4,4,4,8000,479.2,4.827
k4,4,8,8000,799.0,4.824
k4,4,16,8000,1150.0,4.689
k4,4,1,14000,165.7,5.0
k4,4,4,14000,355.8,4.213
k4,4,8,14000,614.6,4.487
k6,6,1,2000,140.6,6.4
k6,6,4,2000,310.1,6.874
k6,6,8,2000,694.6,6.872
k6,6,16,2000,1259.4,6.898
k6,6,32,2000,1959.3,6.714
k6,6,64,2000,3808.8,6.914
k6,6,1,8000,138.6,6.56
k6,6,4,8000,433.1,6.698
k6,6,8,8000,684.0,6.625
k6,6,16,8000,980.5,6.289
k6,6,1,14000,151.2,7.0
k6,6,4,14000,271.5,5.41
k6,6,8,14000,482.8,5.9
