arm,K,batch,ctx,decode_toks,accept
off,0,1,2000,153.1,0.0
off,0,4,2000,582.1,0.0
off,0,8,2000,1102.1,0.0
off,0,16,2000,1908.4,0.0
off,0,32,2000,3222.3,0.0
off,0,64,2000,4830.4,0.0
off,0,128,2000,6344.0,0.0
off,0,1,8000,150.2,0.0
off,0,4,8000,499.1,0.0
off,0,8,8000,843.1,0.0
off,0,16,8000,1279.6,0.0
off,0,32,8000,1696.2,0.0
off,0,1,14000,143.8,0.0
off,0,4,14000,441.8,0.0
off,0,8,14000,685.8,0.0
off,0,16,14000,937.8,0.0
