arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,24.2,3.0
k2,2,4,2000,99.3,3.0
k2,2,8,2000,189.1,3.0
k2,2,16,2000,379.0,2.985
k2,2,32,2000,721.8,2.984
k2,2,64,2000,1495.0,2.989
k2,2,1,8000,25.1,3.0
k2,2,4,8000,98.6,3.0
k2,2,8,8000,200.0,3.0
k2,2,16,8000,387.4,2.979
k2,2,1,14000,26.6,3.0
k2,2,4,14000,98.2,2.978
k2,2,8,14000,186.9,2.956
k2,2,16,14000,365.5,2.94
k4,4,1,2000,20.8,5.0
k4,4,4,2000,76.1,4.841
k4,4,8,2000,157.4,4.981
k4,4,16,2000,308.9,4.934
k4,4,32,2000,578.3,4.936
k4,4,64,2000,1226.3,4.955
k4,4,1,8000,21.6,5.0
k4,4,4,8000,81.5,4.953
k4,4,8,8000,156.8,4.918
k4,4,16,8000,318.6,4.879
k4,4,1,14000,21.4,5.0
k4,4,4,14000,78.1,4.892
k4,4,8,14000,153.5,4.882
k4,4,16,14000,305.8,4.854
k6,6,1,2000,19.9,7.0
k6,6,4,2000,73.2,6.809
k6,6,8,2000,146.0,6.93
k6,6,16,2000,283.3,6.903
k6,6,32,2000,561.2,6.832
k6,6,64,2000,1127.5,6.881
k6,6,1,8000,19.3,7.0
k6,6,4,8000,76.2,6.957
k6,6,8,8000,141.5,6.847
k6,6,16,8000,273.9,6.82
k6,6,1,14000,19.5,7.0
k6,6,4,14000,70.1,6.828
k6,6,8,14000,134.7,6.699
k6,6,16,14000,279.2,6.711
