arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,70.1,2.927
k2,2,4,2000,267.1,2.949
k2,2,8,2000,503.1,2.924
k2,2,16,2000,965.6,2.944
k2,2,32,2000,950.6,2.936
k2,2,64,2000,1194.8,2.928
k2,2,1,8000,71.7,3.0
k2,2,4,8000,253.4,2.944
k2,2,8,8000,259.2,2.941
k2,2,16,8000,324.3,2.936
k2,2,1,14000,69.7,2.963
k2,2,4,14000,241.8,2.926
k2,2,8,14000,244.9,2.946
k6,6,1,2000,67.3,6.875
k6,6,4,2000,243.4,6.455
k6,6,8,2000,453.2,6.487
k6,6,16,2000,879.4,6.503
k6,6,32,2000,865.5,6.426
k6,6,64,2000,1116.7,6.495
k6,6,1,8000,67.5,6.75
k6,6,4,8000,236.2,6.619
k6,6,8,8000,239.5,6.601
k6,6,16,8000,309.1,6.567
k6,6,1,14000,64.0,6.4
k6,6,4,14000,123.2,6.677
k6,6,8,14000,156.5,6.526
