arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,139.3,2.891
k2,2,4,2000,490.7,2.853
k2,2,8,2000,976.5,2.872
k2,2,16,2000,1494.8,2.794
k2,2,32,2000,2708.2,2.803
k2,2,64,2000,4363.6,2.806
k2,2,128,2000,6338.9,2.81
k2,2,1,8000,109.1,2.239
k2,2,4,8000,455.8,2.801
k2,2,8,8000,784.4,2.805
k2,2,16,8000,1433.4,2.865
k2,2,32,8000,2221.8,2.861
k2,2,1,14000,128.3,2.683
k2,2,4,14000,481.3,2.855
k2,2,8,14000,865.0,2.908
k2,2,16,14000,1317.3,2.867
k4,4,1,2000,137.9,4.848
k4,4,4,2000,450.2,4.583
k4,4,8,2000,875.6,4.597
k4,4,16,2000,1315.2,4.402
k4,4,32,2000,2410.4,4.402
k4,4,64,2000,4067.8,4.426
k4,4,128,2000,5904.7,4.444
k4,4,1,8000,88.0,3.096
k4,4,4,8000,381.7,4.324
k4,4,8,8000,675.8,4.423
k4,4,16,8000,1310.3,4.577
k4,4,32,8000,2133.7,4.586
k4,4,1,14000,112.7,3.902
k4,4,4,14000,448.0,4.448
k4,4,8,14000,851.6,4.637
k4,4,16,14000,1329.5,4.57
k6,6,1,2000,127.5,6.56
k6,6,4,2000,409.4,6.095
k6,6,8,2000,800.3,6.036
k6,6,16,2000,1072.9,5.758
k6,6,32,2000,1994.7,5.804
k6,6,64,2000,3186.1,5.779
k6,6,128,2000,4820.4,5.767
k6,6,1,8000,66.5,3.327
k6,6,4,8000,324.1,5.681
k6,6,8,8000,520.2,5.772
k6,6,16,8000,1042.6,6.091
k6,6,32,8000,1777.2,6.061
k6,6,1,14000,89.7,4.5
k6,6,4,14000,396.8,5.739
k6,6,8,14000,779.5,6.153
k6,6,16,14000,1274.6,6.061
