arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,161.7,3.0
k2,2,8,2000,840.1,3.0
k2,2,32,2000,2493.3,2.985
k2,2,1,8000,173.3,3.0
k2,2,8,8000,840.5,3.0
k2,2,1,14000,178.3,3.0
k2,2,8,14000,800.2,3.0
k4,4,1,2000,158.1,5.0
k4,4,8,2000,806.2,5.0
k4,4,32,2000,2387.6,4.954
k4,4,1,8000,162.3,5.0
k4,4,8,8000,798.3,4.988
k4,4,1,14000,158.9,5.0
k4,4,8,14000,761.4,5.0
