arm,K,batch,ctx,decode_toks,accept
k2,2,1,2000,186.3,2.842
k2,2,8,2000,1214.6,2.869
k2,2,32,2000,3373.5,2.878
k2,2,1,8000,180.5,2.892
k2,2,8,8000,918.8,2.874
k2,2,32,8000,1694.6,2.889
k2,2,1,14000,178.2,2.898
k2,2,8,14000,737.8,2.896
k4,4,1,2000,186.8,4.765
k4,4,8,2000,1192.6,4.594
k4,4,32,2000,3192.1,4.675
k4,4,1,8000,170.6,4.228
k4,4,8,8000,943.8,4.667
k4,4,32,8000,1602.7,4.622
k4,4,1,14000,175.3,4.61
k4,4,8,14000,682.3,4.566
