arm,K,batch,ctx,decode_toks,accept
off,0,32,2000,3182.5,0.0
off,0,48,2000,4045.2,0.0
off,0,32,6000,1984.1,0.0
off,0,48,6000,2326.6,0.0
k2,2,32,2000,3335.9,2.817
k2,2,48,2000,4636.4,2.804
k2,2,32,6000,2899.5,2.813
k2,2,48,6000,3361.3,2.798
k3,3,32,2000,3285.9,3.596
k3,3,48,2000,4453.3,3.618
k3,3,32,6000,3029.5,3.639
k3,3,48,6000,3508.0,3.623
